Name;Class;Type;Range;Damage;Attacks;Dmg/sec;Decay;Ammo;Cost;Max.TT;Markup;Dmg/PEC;Efficiency;SIB;Source;Personal effects
S & B Ardenner 10 (L);Rifle;BLP;55.0;30;54;18.8;0.868;653;7.398;56.00;105.20%;2.818;57.2;Yes;Looted; 
S & B Ardenner 13 (L);Rifle;BLP;57.2;36;53;22.1;0.822;786;8.682;65.00; ;2.882;57.2;Yes;Looted; 
S & B Ardenner 16 (L);Rifle;BLP;59.4;41;54;25.6;0.947;894;9.887;74.00;105.40%;2.882;57.2;Yes;Looted; 
S & B Ardenner 20 (L);Rifle;BLP;61.6;47;54;29.4;1.050;1028;11.330;82.50; ;2.883;57.3;Yes;Looted; 
S & B Ardenner 25 (L);Rifle;BLP;63.8;56;53;34.4;1.296;1220;13.496;102.00;106.80%;2.884;57.3;Yes;Looted; 
S & B Ardenner 28;Rifle;BLP;61.6;47;54;29.4;1.050;1028;11.330; ; ;2.883;57.3;Yes;Event; 
S & B Ardenner 30 (L);Rifle;BLP;64.9;60;53;36.8;1.392;1306;14.452;110.00; ;2.885;57.4;Yes;Looted; 
S & B Ardenner 36;Rifle;BLP;64.9;60;53;36.8;1.392;1306;14.452;110.00; ;2.885;57.4;Yes;Event; 
S & B Ardenner 36 (L);Rifle;BLP;61.6;56;64;41.5;1.374;1210;13.474;65.00;122.00%;2.889;57.7;Yes;Looted; 
S & B Ardenner 40;Rifle;BLP;61.6;56;64;41.5;1.374;1210;13.474; ; ;2.889;57.7;Yes;Event; 
S & B Ardenner 42 (L);Rifle;BLP;61.6;61;64;45.2;1.495;1318;14.675;70.00;115.60%;2.889;57.7;Yes;Looted; 
S & B Ardenner 48 (L);Rifle;BLP;61.6;67;64;49.7; ;1448; ;81.00; ; ;57.7;Yes;Looted; 
S & B Ardenner 54 (L);Rifle;BLP;61.6;72;64;53.4;1.763;1566;17.423;96.00;128.53%;2.872;57.7;Yes;Looted; 
S & B Ardenner 55;Rifle;BLP;61.6;72;64;53.4;1.763;1556;17.323;96.00; ;2.889;57.7;Yes;Event; 
S & B  Ardenner 60 (L);Rifle;BLP;61.6;77;64;57.1;1.886;1664;18.526;112.00; ;2.889;57.7;Yes;Looted; 
S & B Fractal Katana 35 (L);Melee;Longblades;6.0;68;51;40.2;16.164;0;16.164;425.00; ;2.924;60.3;Yes;Looted; 
S & B Fractal Katana 40 (L);Melee;Longblades;6.0;74;51;43.7;17.590;0;17.590;460.00; ;2.924;60.3;Yes;Looted; 
S & B Fractal Katana 45 (L);Melee;Longblades;6.0;80;51;47.3; ;0; ;500.00; ; ;60.3;Yes;Looted; 
S & B Fractal Katana 50 (L);Melee;Longblades; ; ; ; ; ; ; ; ; ; ; ; ;Looted; 
S & B Fractal Katana 55 (L);Melee;Longblades;6.0;90;51;53.2; ;0; ;565.00; ; ;60.3;Yes;Looted; 
S.G Takeover Mk1 (L);Rifle;BLP;59.4;13;46;6.9;0.767;243;3.197;7.50; ;2.826;53.1;Yes;Looted; 
S.G Takeover Mk2 (L);Rifle;BLP;60.5;19;47;10.3;1.121;355;4.671;18.00; ;2.827;53.2;Yes;Looted; 
S.G Takeover Mk6 (L);Rifle;BLP;60.5;47;49;26.7;2.773;878;11.553;61.00; ;2.827;53.2;Yes;Looted; 
S.I. Combat Knife;Melee;Shortblades;5.0;5;67;3.9;1.215;0;1.215;10.00;500.00 PED;2.860;55.6;Yes;Old Time TT Cyrene; 
S.I. FlameThrower;Flamethrower;BLP;16.5;5;83;4.8;0.410;80;1.210;4.85; ;2.872;56.5;Yes;Old Time TT Cyrene; 
S.I. HK110;Carbine;Laser;44.0;4;67;3.1;0.340;63;0.970;3.85; ;2.866;56.0;Yes;Old Time TT Cyrene; 
S.I. Psy-Blade;Melee;Power Fist;3.0;4;82;3.8;0.970;0;0.970;17.50;0.00 PED;2.866;56.0;Yes;Old Time TT Cyrene; 
S.I. Psy-Sword;Melee;Longblades;4.0;8;22;2.0;1.920;0;1.920;15.00; ;2.896;58.2;Yes;Old Time TT Cyrene; 
S.I. Scorpion;Pistol;Laser;30.8;4;83;3.8;0.144;83;0.974;2.99;200.00 PED;2.854;55.2;Yes;Old Time TT Cyrene; 
Sahra MK1 (L);Carbine;Laser;48.4;8;44;4.1;0.060;186;1.920;3.80;0.00%;2.896;58.2;Yes;Looted; 
Sahra MK2 (L);Carbine;Laser;48.4;10;44;5.1;0.164;232;2.484;5.20;153.00%;2.798;58.0;Yes;Crafted; 
Sahra MK3 (L);Carbine;Laser;52.8;12;44;6.1;0.124;275;2.874;7.80; ;2.902;58.7;Yes;Crafted; 
Sahra MK4 (L);Carbine;Laser;57.2;14;44;7.1;0.158;319;3.348;10.00; ;2.906;59.0;Yes;Crafted, Looted; 
Sahra MK5 (L);Carbine;Laser;68.2;26;40;12.0;0.617;565;6.267;47.00;111.50%;2.883;57.3;Yes;Looted; 
Sahra MK6 (L);Carbine;Laser;70.4;33;41;15.7;0.794;716;7.954;61.00; ;2.883;57.3;Yes; ; 
Sahra MK8 (L);Carbine;Laser;75.9;47;41;22.3;1.100;1022;11.320;85.00; ;2.886;57.5;Yes;Looted; 
Sahra T-101 (L);Carbine;Laser;39.6;7;44;3.6;0.030;166;1.690;4.00; ;2.879;57.0;Yes;TT Toulan; 
Salafa Beginner (L);Pistol;Laser;27.5;3;55;1.9;0.010;65;0.660;0.30; ;3.159;79.5;Yes;Mission; 
Salafa G1 (L);Pistol;Laser;22.0;4;55;2.5;0.020;93;0.950;1.00; ;2.926;60.5;Yes;Looted; 
Salafa G2 (L);Pistol;Laser;23.1;5;55;3.2;0.038;115;1.188;1.90; ;2.925;60.4;Yes;Looted; 
Salafa G3 (L);Pistol;Laser;24.2;7;55;4.5;0.066;160;1.666;3.10; ;2.920;60.1;Yes;Looted; 
Salafa G4 (L);Pistol;Laser;16.5;7;66;5.4;0.096;158;1.676;8.00; ;2.903;58.7;Yes;Looted; 
Salafa G5 (L);Pistol;Laser;27.5;7;67;5.4; ;153; ;12.00; ; ;58.4;Yes;Looted; 
Salafa G6 (L);Pistol;Laser;16.5;7;67;5.4; ;152; ;14.00; ; ;57.0;Yes;Looted; 
Salafa G8 (L);Pistol;Laser;28.6;14;65;10.5;0.359;302;3.379;29.00; ;2.880;57.0;Yes;Looted; 
Salafa G10 (L);Pistol;Laser;28.6;20;68;15.8; ;436; ;38.00; ; ;57.0;Yes;Looted; 
Samm Twin Edge (L);Melee;Longblades;6.0;28;65;21.1; ;0; ;38.00; ; ;57.0;Yes;Crafted; 
Samm Twin Fate (L);Melee;Longblades;6.0;33;65;24.8; ;0; ;50.00; ; ;56.9;Yes;Crafted; 
Samm Twin Poison (L);Melee;Longblades;6.0;41;65;30.9;9.900;0;9.900;80.00; ;2.878;56.9;Yes;Crafted; 
Scimitar of the Mages, TWEN Edition;Melee;Longblades;8.0;156;42;75.9;2.336;2950;31.836;980.00; ;3.406;88.0;Yes;Looted; 
Scott & Barlow BP-0 (L);Pistol;BLP;17.6;5;68;3.9;0.112;110;1.212;9.25; ;2.867;56.1;Yes;Looted; 
Scott & Barlow BP-2 (L);Pistol;BLP;17.6;6;70;4.9;0.144;131;1.454;12.00; ;2.868;56.2;Yes;Looted; 
Scott & Barlow BP-3 (L);Pistol;BLP;18.7;8;69;6.4;0.188;175;1.938;15.50;126.00%;2.869;56.2;Yes;Looted; 
Scott & Barlow BP-4 (L);Pistol;BLP;18.7;13;70;10.5;0.309;284;3.149;25.50;113.00%;2.869;56.3;Yes;Looted; 
Scott & Barlow BP-6 (L);Pistol;BLP;19.8;16;69;12.8;0.400;350;3.900;31.00;109.90%;2.851;56.3;Yes;Looted; 
Scott & Barlow BP-8 (L);Pistol;BLP;20.9;19;70;15.4;0.447;415;4.597;37.00;106.00%;2.873;56.5;Yes;Looted; 
Scott & Barlow BP-10 (L);Pistol;BLP;20.9;23;67;17.8;0.522;504;5.562;43.00;107.00%;2.874;56.6;Yes;Looted; 
Scott & Barlow BP-13 (L);Pistol;BLP;22.0;28;69;22.4; ;610; ;55.00; ; ;56.7;Yes;Looted; 
Scott & Barlow BP-16 (L);Pistol;BLP;22.0;33;69;26.4;0.757;722;7.977;62.00;106.00%;2.875;56.7;Yes;Looted; 
Scott & Barlow BP-20 (L);Pistol;BLP;23.1;38;68;29.9;0.883;830;9.183;73.00; ;2.876;56.8;Yes;Looted; 
Scott & Barlow BP-25 (L);Pistol;BLP;23.1;42;69;33.6;0.996;915;10.146;83.00; ;2.877;56.8;Yes;Looted; 
Scott & Barlow BP-30 (L);Pistol;BLP;25.3;49;68;38.6;1.116;1072;11.836;93.00;107.20%;2.877;56.8;Yes;Looted; 
Scott & Barlow LB-0 (L);Melee;Longblades;6.0;6;39;2.7;1.442;0;1.442;52.00; ;2.892;57.9;Yes;Looted; 
Scott & Barlow LB-2 (L);Melee;Longblades;7.0;11;39;5.0; ;0; ;95.50; ; ;58.1;Yes;Looted; 
Scott & Barlow LB-3 (L);Melee;Longblades;7.0;14;40;6.5;3.361;0;3.361;122.00;100.00%;2.895;58.2;Yes;Looted; 
Scott & Barlow LB-4 (L);Melee;Longblades;8.0;18;40;8.3;4.320;0;4.320;156.00; ;2.896;58.2;Yes;Looted; 
Scott & Barlow LB-6 (L);Melee;Longblades;8.0;23;40;10.7; ;0; ;199.00; ; ;58.3;Yes;Looted; 
Scott & Barlow LB-8 (L);Melee;Longblades;9.0;30;41;14.2; ;0; ;260.00; ; ;58.5;Yes;Looted; 
Scott & Barlow LB-10 (L);Melee;Longblades;9.0;37;41;17.6; ;0; ;320.00; ; ;58.7;Yes;Looted; 
Scott & Barlow LB-13 (L);Melee;Longblades;10.0;44;42;21.4;10.530;0;10.530;380.00; ;2.904;58.8;Yes;Looted; 
Scott & Barlow LB-16 (L);Melee;Longblades;10.0;51;42;24.8; ;0; ;440.00; ; ;59.0;Yes;Looted; 
Scott & Barlow LB-20 (L);Melee;Longblades;11.0;57;42;27.7; ;0; ;491.00; ; ;59.4;Yes;Looted; 
Scott & Barlow LB-25 (L);Melee;Longblades;11.0;65;43;32.4; ;0; ;559.00; ; ;59.8;Yes;Looted; 
Scott & Barlow LB-30 (L);Melee;Longblades;12.0;73;44;37.2; ; ; ;628.00; ; ;59.8;Yes;Looted; 
Scott & Barlow LP-0 (L);Pistol;Laser;27.5;4;66;3.1;0.096;87;0.966;8.00; ;2.878;56.9;Yes;Looted; 
Scott & Barlow LP-2 (L);Pistol;Laser;27.5;6;67;4.7; ;130; ;12.25; ; ;56.9;Yes;Looted; 
Scott & Barlow LP-3 (L);Pistol;Laser;27.5;7;67;5.4;0.170;152;1.690;14.00; ;2.879;57.0;Yes;Looted; 
Scott & Barlow LP-4 (L);Pistol;Laser; ;11;67;8.5;0.255;240;2.655;21.00; ;2.879; ;Yes;Looted; 
Scott & Barlow LP-6 (L);Pistol;Laser;28.6;14;65;10.5;0.359;302;3.379;29.00; ;2.880;57.0;Yes;Looted; 
Scott & Barlow LP-8 (L);Pistol;Laser;28.6;17;67;13.2;0.403;370;4.103;33.00; ;2.880;57.0;Yes;Looted; 
Scott & Barlow LP-10 (L);Pistol;Laser;28.6;20;68;15.8;0.467;436;4.827;38.50; ;2.880;57.0;Yes;Looted; 
Scott & Barlow LP-13 (L);Pistol;Laser;28.6;28;63;20.4;0.679;608;6.759;56.00; ;2.879;57.0;Yes;Looted; 
Scott & Barlow LP-16 (L);Pistol;Laser;29.7;33;63;24.1;0.800;716;7.960;66.00; ;2.881;57.1;Yes;Looted; 
Scott & Barlow LP-20 (L);Pistol;Laser;29.7;40;61;28.3;1.032;866;9.692;81.00; ;2.868;57.1;Yes;Looted; 
Scott & Barlow LP-25 (L);Pistol;Laser;29.7;44;64;32.6;1.094;952;10.614;90.00;120.00%;2.881;57.1;Yes;Looted; 
Scott & Barlow LP-30 (L);Pistol;Laser;29.7;53;61;37.4;1.360;1142;12.780;112.00; ;2.882;57.2;Yes;Looted; 
Scott & Barlow LR-0 (L);Carbine;Laser;57.2;6;44;3.1;0.137;131;1.447;10.50; ;2.882;57.2;Yes;Looted; 
Scott & Barlow LR-2 (L);Carbine;Laser;59.4;11;43;5.5; ;240; ;19.50; ; ;57.3;Yes;Looted; 
Scott & Barlow LR-3 (L);Carbine;Laser;62.7;14;43;7.0; ;305; ;25.00; ; ;57.3;Yes;Looted; 
Scott & Barlow LR-4 (L);Carbine;Laser;64.9;19;40;8.8;0.450;413;4.580;34.50; ;2.883;57.3;Yes;Looted; 
Scott & Barlow LR-6 (L);Carbine;Laser;68.2;26;40;12.0;0.617;565;6.267;47.00; ;2.883;57.3;Yes;Looted; 
Scott & Barlow LR-8 (L);Carbine;Laser;70.4;33;41;15.7; ;716; ;61.00; ; ;57.3;Yes;Looted; 
Scott & Barlow LR-10 (L);Carbine;Laser;73.7;38;43;18.9;0.878;828;9.158;67.00; ;2.884;57.3;Yes;Looted; 
Scott & Barlow LR-13 (L);Carbine;Laser;75.9;47;41;22.3;1.100;1022;11.320;85.00;0.00%;2.886;57.5;Yes;Looted; 
Scott & Barlow LR-16 (L);Carbine;Laser;79.2;54;41;25.6; ;1180; ;93.00; ; ;57.5;Yes;Looted; 
Scott & Barlow LR-20 (L);Carbine;Laser;81.4;60;42;29.2;1.422;1302;14.442;110.00;105.88%;2.887;57.6;Yes;Looted; 
Scott & Barlow LR-25 (L);Carbine;Laser;84.7;64;45;33.4;1.531;1387;15.401;118.00;116.33%;2.888;57.6;Yes;Looted; 
Scott & Barlow LR-30 (L);Carbine;Laser;89.1;72;44;36.7;1.663;1566;17.323;128.00; ;2.889;57.7;Yes;Looted; 
Scott & Barlow SB-0 (L);Melee;Shortblades;5.0;3;79;2.7; ;0; ;26.00; ; ;58.5;Yes;Looted; 
Scott & Barlow SB-2 (L);Melee;Shortblades;5.0;4;79;3.7;0.958;0;0.958;34.50; ;2.902;58.7;Yes;Looted; 
Scott & Barlow SB-3 (L);Melee;Shortblades;5.0;6;80;5.6; ;0; ;52.00; ; ;58.8;Yes;Looted; 
Scott & Barlow SB-4 (L);Melee;Shortblades;6.0;10;80;9.3; ;0; ;86.50; ; ;58.9;Yes;Looted; 
Scott & Barlow SB-6 (L);Melee;Shortblades;6.0;14;81;13.1;3.349;0;3.349;121.00; ;2.905;58.9;Yes;Looted; 
Scott & Barlow SB-8 (L);Melee;Shortblades; ; ; ; ; ; ; ; ; ; ; ;Yes;looted; 
Scott & Barlow SB-10 (L);Melee;Shortblades;7.0;19;82;18.0; ;0; ;164.00; ; ;59.1;Yes;Looted; 
Scott & Barlow SB-13 (L);Melee;Shortblades;7.0;23;82;21.8;5.496;0;5.496;198.00; ;2.908;59.2;Yes;Looted; 
Scott & Barlow SB-16 (L);Melee;Shortblades;8.0;27;83;26.0;6.448;0;6.448;233.00; ;2.910;59.3;Yes;Looted; 
Scott & Barlow SB-20 (L);Melee;Shortblades; ;30;84;29.2;7.160;0;7.160;259.00; ;2.912; ;Yes;Looted; 
Scott & Barlow SB-25 (L);Melee;Shortblades;9.0;34;84;33.1; ;0; ;292.00; ; ;59.9;Yes;Looted; 
Scott & Barlow SB-30 (L);Melee;Shortblades;9.0;38;84;37.0; ;0; ;326.00; ; ;60.3;Yes;Looted; 
Shagadi Disintegration Sword;Melee;Longblades;6.0;66;54;41.3;15.815;0;15.815;160.00; ;2.900;58.6;Yes;Instance, Looted; 
Sharp Knife (L);Melee;Shortblades;8.0; ; ; ; ;0; ; ; ; ; ;Yes;Crafted; 
Shayeb S10 (L);Pistol;BLP;18.7;3;52;1.8;0.050;67;0.720;3.00;110.00%;2.896;58.2;Yes;Looted; 
Shayeb S20 (L);Pistol;BLP;19.8;6;52;3.6;0.100;134;1.440;6.00;207.00%;2.896;58.2;Yes;Looted; 
Shayeb S30 (L);Pistol;BLP;20.9;9;52;5.4;0.150;201;2.160;9.00; ;2.896;58.2;Yes;Looted; 
Shayeb S55 (L);Pistol;BLP;20.9;23;67;17.8; ;504; ;43.00;112.00%; ;56.6;Yes;Looted; 
Shotcallers Shank (L);Melee;Shortblades;3.0;50;67;38.8;12.300;0;12.300;75.00; ;2.825;53.1;Yes; ; 
Shotgun (SA) (L);Rifle;BLP;40.7;10;51;5.9;0.900;150;2.400;2.00; ;2.896;58.2;Yes;TT HTT; 
Shriek Back Alley;Pistol;Laser;33.0;27;50;15.6;0.590;600;6.590;59.50; ;2.847;54.4;No;Crafted; 
Shriek Basic;Pistol;Laser;22.0;12;30;4.2;0.040;300;3.040;13.00; ;2.743;47.4;No;Crafted; 
Shriek Combat;Pistol;Laser;33.0;26;46;13.9;0.430;600;6.430;50.00; ;2.810;51.4;No;Crafted; 
Shriek Covert Ops;Pistol;Laser;33.0;12;35;4.9;0.040;300;3.040;15.00; ;2.743;47.4;No;Crafted; 
Shriek Offensive;Pistol;Laser;38.5;41;57;27.1;1.000;900;10.000;80.00; ;2.850;55.8;No;Crafted; 
Shriek Street;Pistol;Laser;33.0;17;35;6.9;0.290;400;4.290;23.00; ;2.754;48.1;No;Crafted; 
Silver Fang m.01 Starlight;Rifle;BLP;150.0;90;17;17.7;2.080;2000;22.080;255.00;750.00 PED;2.833;51.6;No;Looted; 
SkilDek Anaconda (L);Support;Rocket;130.0;350;17;68.9;17.214;6900;86.214;191.00; ;2.821;52.8;Yes;Looted; 
Skildek Cobra (L);Support;Rocket;130.0;335;17;66.0;16.507;6600;82.507;190.30; ;2.822;52.8;Yes;Looted; 
Skildek Decimator;Support;Rocket;131.9;190;19;41.8;7.790;3800;45.790;172.00; ;2.884;57.3;Yes;Looted; 
Skildek Decimator (L);Support;Rocket;131.9;190;18;39.6;7.790;3800;45.790;86.00; ;2.884;57.3;Yes;Looted; 
Skildek Exterminator;Support;Rocket;131.9;326;19;71.7;9.900;7000;79.900;312.00; ;2.836;54.0;Yes;Looted; 
Skildek Exterminator (L);Support;Rocket;131.9;326;18;68.0; ;7000; ;156.00; ; ;54.0;Yes;Looted; 
Skildek Gak 1500 (L);Support;Rocket;130.0;295;17;58.1;14.653;5800;72.653;150.90; ;2.822;52.8;Yes;Looted; 
Skildek Lancehead (L);Support;Rocket;131.9;9;15;1.6;0.035;215;2.185;0.18;655.56%;2.863;55.8;Yes;Looted; 
Skildek Lectra (L);Support;Rocket;131.9;168;18;35.0; ;3160; ;99.00; ; ;58.5;Yes;Combat Token Trader; 
Skildek Negator;Support;Rocket;131.9;245;19;53.9;9.422;5000;59.422;212.00; ;2.866;56.0;Yes;Looted; 
Skildek Negator (L);Support;Rocket;131.9;245;18;51.1; ;5000; ;106.00; ; ;56.0;Yes;Looted; 
Skildek Negator, FEN Edition;Support;Rocket;131.9;253;21;61.5;9.000;5000;59.000;212.00; ;2.980;64.7;Yes;Event, Looted; 
Skildek P 30 (L);Support;Rocket;131.9;26;17;5.1; ;100; ;0.80; ; ;67.2;Yes;Mission; 
Skildek P 40 (L);Support;Rocket;130.0;35;17;6.9;1.647;700;8.647;16.00;114.11%;2.813;52.2;Yes;Looted; 
Skildek Pulverizer (L);Support;Rocket;140.0;608;5;35.2;250.007;6700;317.007;57.00;20000.00%;1.333;0.0;Yes;Looted; 
Skildek SER 250 (L);Support;Rocket;130.0;130;17;25.6;6.023;2600;32.023;72.10; ;2.821;52.8;Yes;Looted; 
Skildek SER 500 (L);Support;Rocket;130.0;168;17;33.1;8.289;3300;41.289;91.80; ;2.828;53.3;Yes;Looted; 
Skildek Vaporizer (L);Support;Rocket;131.9;632;6;43.9;88.000;14400;232.000;88.00;350.00%;1.893;7.4;Yes;Combat Token Trader; 
SkilDek Viper (L);Support;Rocket;130.0;381;17;75.0; ;7500; ; ; ; ;53.0;Yes;Looted; 
SkullROCKer Baseball Bat (L);Melee;Clubs;3.0;6;33;2.3; ;0; ;5.00; ; ;56.6;Yes;Looted; 
Slaves Sword (L);Melee;Longblades;9.0;15;44;7.6; ;0; ;4.00; ; ;56.7;Yes; ; 
SmallFry-1 Laser Rifle (L);Rifle;Laser;60.5;8;51;4.7;0.016;190;1.916;4.50;175.93%;2.902;58.7;Yes;Crafted; 
SmallFry-2 Laser Rifle (L);Carbine;Laser;60.5;12;44;6.1;0.045;285;2.895;12.50;144.00%;2.881;57.1;Yes;Crafted; 
Sniping Unity, TWEN Edition;Rifle;Gauss;174.0;200;32;74.1;0.666;4015;40.816;130.00; ;3.406;88.0;Yes;Event; 
Solar Orange Star Stunna (L);Rifle;BLP;22.0;22;83;21.2; ;429; ;25.00; ; ;57.8;Yes;Token Trader;Deceleration 100% duration 0.3s
Solar Orange Sticky Laucher (L);Support;Grenade;131.9;35;37;15.0; ;742; ;25.00; ; ;57.7;Yes;Token Trader;34% Deceleration on hit
Solar Orange Turrelion Spec Flamebather (L);Flamethrower;BLP;16.5;44;83;42.3; ;958; ;25.00; ; ;57.8;Yes;Token Trader;Burn 70% of Damage 3.0sec
Solar Orange Xent Tech Freeze Ray (L);Rifle;BLP;71.5;58;22;14.8; ;1295; ;25.00; ; ;57.8;Yes;Token Trader;50% Deceleration on hit 4.0sec
Sollomate Aggressio;Melee;Power Fist;3.0;4;86;4.0;1.300;0;1.300;12.00; ;2.138;14.2;No;Looted; 
Sollomate Aggressio, SGA Edition;Melee;Power Fist;4.0;5;86;5.0; ;0; ;12.00; ; ;54.6;No;Looted; 
Sollomate Azuro (L);Carbine;Laser;63.8;3;83;2.9;0.040;69;0.730;0.70;285.00%;2.856;55.3;Yes;Looted; 
Sollomate Beauto;Carbine;Laser;55.0;26;37;11.1;1.555;500;6.555;44.00; ;2.757;49.0;No;Looted; 
Sollomate Busho;Carbine;Laser;55.0;7;40;3.2;0.020;200;2.020;4.00; ;2.408;27.6;No;Looted; 
Sollomate Crusho;Melee;Power Fist;3.0;5;86;5.0;1.630;0;1.630;15.00; ;2.132;15.7;No;Looted; 
Sollomate Eucalypto (L);Carbine;Laser;55.0;2;34;0.8;0.081;41;0.491;0.14; ;2.831;53.5;Yes;Mission; 
Sollomate Kangoo;Carbine;Laser;55.0;12;40;5.6;0.060;300;3.060;12.00; ;2.725;46.2;No;Looted; 
Sollomate Kangoo, Adjusted;Carbine;Laser;66.0;27;30;9.4;0.380;600;6.380;350.00; ;2.941;61.7;No;Looted; 
Sollomate Kangoo, Ancient, Adjusted;Carbine;Laser;88.0;27;30;9.4;0.380;600;6.380;350.00; ;2.941;61.7;No;Pregold; 
Sollomate Kangoo, SGA Edition;Carbine;Laser;66.0;13;40;6.0;0.217;300;3.217;12.00; ;2.809;51.9;No;Looted; 
Sollomate Kiwio (L);Carbine;Laser;60.5;3;46;1.6;0.137;60;0.737;0.20;100.00%;2.829;53.4;Yes;Mission; 
Sollomate Kiwio Mk. 2 (L);Carbine;Laser;59.4;5;46;2.7;0.027;120;1.227;1.40;100.00%;2.832;53.6;Yes;Old Time; 
Sollomate Mayhem Azuro, Adjusted;Carbine;Laser;63.8;3;83;2.9;0.040;69;0.730;7.00; ;2.856;65.3;Yes;Mayhem Token Trader; 
Sollomate Mayhem Azuro, Augmented;Carbine;Laser;63.8;3.1;93;3.3;0.039;62;0.659;7.00;25000.00 PED;3.269;80.3;Yes;Mayhem Token Trader; 
Sollomate Onyxo (L);Carbine;Laser;39.6;7;44;3.6;0.030;166;1.690;4.00;100.00%;2.879;57.0;Yes;TT Calypso; 
Sollomate Opalo;Carbine;Laser;55.0;8;44;4.1;0.020;200;2.020;3.80;0.00 PED;2.752;48.0;Yes;Old Time TT Calypso; 
Sollomate Opalo, FEN Edition;Rifle;Laser;60.5;9;44;4.6;0.020;215;2.170;5.00;500.00 PED;2.882;55.0;Yes;Event, Looted; 
Sollomate Opalo, SGA Edition;Carbine;Laser;63.8;8;49;4.5;0.020;200;2.020;3.80; ;2.752;48.0;Yes;Looted; 
Sollomate Opalo, TWEN Edition;Rifle;Laser;55.0;8;49;4.5;0.018;180;1.818;3.80; ;3.058;68.0;Yes;Looted; 
Sollomate Outbacko;Carbine;Laser;55.0;8;46;4.3;0.020;200;2.020;4.00; ;2.752;48.0;No;Looted; 
Sollomate Outbacko, Adjusted;Carbine;Laser;66.0;18;32;6.7;0.300;400;4.300;250.00; ;2.909;59.2;No;Looted; 
Sollomate Outbacko, Ancient;Carbine;Laser;88.0;8;46;4.3;0.020;200;2.020;4.00; ;2.752;48.0;No;Pregold; 
Sollomate Outbacko, SGA Edition;Carbine;Laser;66.0;10;46;5.3;0.389;200;2.389;8.00; ;2.909;59.2;No;Looted; 
Sollomate Rubio (L);Carbine;Laser;48.4;3;61;2.1;0.008;73;0.738;0.09;1111.11%;2.825;53.1;Yes;Looted; 
Sollomate Tasmo;Carbine;Laser;55.0;23;32;8.5;0.730;500;5.730;41.00;16000.00 PED;2.790;50.6;No;Looted; 
Sollomate Tasmo, Mentor Edition;Carbine;Laser;55.0;25;34;9.8;1.118;500;6.118;41.00; ;2.840;52.1;No;Mentoring; 
Songkra Corrosive Dagger;Melee;Shortblades;4.0;58;65;43.7;13.940;0;13.940;150.00; ;2.892;57.9;Yes;Instance, Looted; 
Sparking Unity, TWEN Edition;Melee;Shortblades;6.0;71;85;69.9;0.540;1397;14.510;285.00; ;3.401;88.0;Yes;Event; 
Special Issue Carbine (L);Rifle;Laser;57.2;4;52;2.4; ;84; ;5.00; ; ;62.9;Yes;Promotion; 
Special Ops Flamethrower (FA) (L);Flamethrower;BLP;44.0;70;61;49.5;3.100;1404;17.140;360.00; ;2.838;54.0;Yes;Looted; 
