Name;Class;Type;Range;Damage;Attacks;Dmg/sec;Decay;Ammo;Cost;Max.TT;Markup;Dmg/PEC;Efficiency;SIB;Source;Personal effects
Isis BL1450 (L);Pistol;BLP;27.5;101;58;67.9;6.557;1800;24.557;510.00;135.00%;2.858;55.5;Yes;Looted; 
Isis BL1600 (L);Pistol;BLP;27.5;138;48;76.7;9.000;2500;34.000;597.00; ;2.821;55.8;Yes;Looted; 
Isis BL1800;Pistol;BLP;28.6;142;49;80.6;9.128;2600;35.128;32672.00; ;2.809;52.0;Yes;Looted; 
Isis BL1950;Pistol;BLP;23.1;140;50;81.1;4.208;2990;34.108;362.00; ;2.853;55.1;Yes;Looted; 
Isis BL1950 (L);Pistol;BLP;23.1;140;50;81.1;4.208;2990;34.108;362.00; ;2.853;55.1;Yes;Looted; 
Isis CB5;Rifle;BLP;55.0;8;48;4.4;0.023;200;2.023;200.00;183.00 PED;2.748;47.8;Yes;Looted; 
Isis CB5 (L);Rifle;BLP;55.0;8;48;4.4;0.021;200;2.021;3.10;220.00%;2.751;47.9;Yes;Looted; 
Isis CB13;Rifle;BLP;57.2;26;53;16.0;2.437;400;6.437;4556.00; ;2.807;51.8;Yes;Looted; 
Isis CB13 (L);Rifle;BLP;57.2;26;53;16.0;2.323;400;6.323;145.60; ;2.858;55.4;Yes;Looted; 
Isis CB19;Rifle;BLP;56.1;40;50;23.2;2.993;700;9.993;5348.00; ;2.782;50.0;Yes;Looted; 
Isis CB19 (L);Rifle;BLP;56.1;40;50;23.2;2.815;700;9.815;180.00; ;2.832;53.6;Yes;Looted; 
Isis CB20 (L);Carbine;BLP;61.6;46;54;28.8;0.870;1030;11.170;89.00; ;2.862;55.8;Yes;Looted; 
Isis CB20, CDF Edition (L);Carbine;BLP;61.6;46;54;28.8;0.003;1116;11.163;0.60; ;2.864;55.9;Yes;Daily Token Trader; 
Isis CB21;Rifle;BLP;57.2;55;52;33.1;2.644;1100;13.644;8120.00; ;2.802;51.4;Yes;Looted; 
Isis CB21 (L);Rifle;BLP;57.2;55;52;33.1;2.401;1100;13.401;170.00; ;2.852;55.0;Yes;Looted; 
Isis CB24;Rifle;BLP;55.0;60;52;36.1;2.896;1200;14.896;9308.00; ;2.799;51.3;Yes;Looted; 
Isis CB24 (L);Rifle;BLP;55.0;60;52;36.1;2.631;1200;14.631;190.00;123.00%;2.850;54.9;Yes;Looted; 
Isis CB26;Rifle;BLP;55.0;76;53;46.7;5.013;1400;19.013;13664.00;33000.00 PED;2.778;49.8;Yes;Looted; 
Isis CB26 (L);Rifle;BLP;55.0;76;53;46.7;4.675;1400;18.675;336.00; ;2.828;53.3;Yes;Looted; 
Isis CB27 (L);Rifle;BLP;62.7;94;52;56.6;1.830;2050;22.330;240.00;135.00%;2.926;60.5;Yes;Looted; 
Isis CB27, CDF Edition (L);Rifle;BLP;62.7;94;52;56.6;0.004;2233;22.334;0.80; ;2.925;60.4;Yes;Daily Token Trader; 
Isis CB28 (L);Rifle;BLP;56.1;101;50;58.5;6.664;1800;24.664;473.00; ;2.846;54.6;Yes;Looted; 
Isis CB29 (L);Rifle;BLP;56.1;102;52;61.4;5.907;1900;24.907;451.00; ;2.846;54.6;Yes;Looted; 
Isis CB32 (L);Rifle;BLP;64.9;123;49;69.8;2.470;2640;28.870;400.00; ;2.961;63.1;Yes;Looted; 
Isis CB32, CDF Edition (L);Rifle;BLP;64.9;123;49;69.8;0.005;2888;28.885;1.00; ;2.959;63.1;Yes;Daily Token Trader; 
Isis HL4 (L);Pistol;Laser;31.9;28;65;21.1;0.565;627;6.835;48.00;125.00%;2.847;54.6;Yes;Looted; 
Isis HL4, CDF Edition (L);Pistol;Laser;31.9;28;65;21.1;0.002;683;6.832;0.40; ;2.848;54.7;Yes;Daily Token Trader; 
Isis HL5 (L);Pistol;Laser;35.2;33;63;24.1;0.700;733;8.030;62.00;1766.00%;2.856;55.3;Yes;Looted; 
Isis HL5, CDF Edition (L);Pistol;Laser;35.2;33;63;24.1;0.002;803;8.032;0.40; ;2.855;55.3;Yes;Daily Token Trader; 
Isis HL6;Pistol;Laser;30.8;49;50;28.4;2.136;1000;12.136;8120.00; ;2.806;51.7;Yes;Looted; 
Isis HL6 (L);Pistol;Laser;30.8;49;50;28.4;1.932;1000;11.932;255.00; ;2.854;55.2;Yes;Looted; 
Isis HL8;Pistol;Laser;37.4;59;51;34.9;2.557;1200;14.557;10892.00;1750.00 PED;2.817;52.5;Yes;Looted; 
Isis HL8 (L);Pistol;Laser;37.4;59;51;34.9;2.311;1200;14.311;299.30; ;2.865;56.0;Yes;Looted; 
Isis HL11;Pistol;Laser;35.2;66;51;39.0;2.400;1400;16.400;12476.00; ;2.797;52.4;Yes;Looted; 
Isis HL11 (L);Pistol;Laser;35.2;66;51;39.0;2.017;1400;16.017;320.00; ;2.864;55.9;Yes;Looted; 
Isis HL12;Pistol;Laser;38.5;75;51;44.3;2.522;1600;18.522;14456.00; ;2.814;52.3;Yes;Looted; 
Isis HL12 (L);Pistol;Laser;38.5;75;51;44.3;2.210;1600;18.210;331.00; ;2.862;55.8;Yes;Looted; 
Isis HL14;Pistol;Laser;38.5;80;50;46.3;2.671;1700;19.671;15644.00; ;2.826;53.2;Yes;Looted; 
Isis HL14 (L);Pistol;Laser;38.5;80;50;46.3;2.340;1700;19.340;350.00; ;2.875;56.7;Yes;Looted; 
Isis HL15;Pistol;Laser;33.0;92;50;53.3;3.947;1900;22.947;18020.00; ;2.786;50.1;Yes;Looted; 
Isis HL15 (L);Pistol;Laser;33.0;92;50;53.3;3.589;1900;22.589;474.00; ;2.831;53.5;Yes;Looted; 
Isis HL18;Pistol;Laser;35.2;110;52;66.3;4.284;2300;27.284;23564.00; ;2.802;51.4;Yes;Looted; 
Isis HL18 (L);Pistol;Laser;35.2;110;52;66.3;3.825;2300;26.825;543.00;14000.00%;2.850;54.9;Yes;Looted; 
Isis HL18, SGA Edition;Pistol;Laser;35.2;110;55;70.1;4.284;2300;27.284;23564.00; ;2.802;51.4;Yes;Looted; 
Isis HL20 (L);Pistol;Laser;35.2;122;51;72.1;4.650;2500;29.650;623.00; ;2.860;55.6;Yes;Looted; 
Isis LBC 1 (L);Rifle;BLP;41.8;6;52;3.6;0.140;131;1.450;11.00; ;2.876;56.7;Yes;Looted; 
Isis LBC 2 (L);Rifle;BLP;44.0;11;52;6.6;0.248;241;2.658;19.50;107.00%;2.876;56.8;Yes;Looted; 
Isis LBC 3 (L);Rifle;BLP;46.2;14;52;8.4;0.322;306;3.382;25.00;108.80%;2.877;56.8;Yes;Looted; 
Isis LBC 4 (L);Rifle;BLP;48.4;17;52;10.2;0.405;370;4.105;32.00;106.00%;2.878;56.9;Yes;Looted; 
Isis LBC 6 (L);Rifle;BLP;50.6;22;53;13.5;0.510;480;5.310;40.00;107.00%;2.879;57.0;Yes;Looted; 
Isis LBC 8 (L);Rifle;BLP;52.8;28;53;17.2;0.650;610;6.750;51.00;108.00%;2.883;57.1;Yes;Looted; 
Isis LBC 10 (L);Rifle;BLP;55.0;30;54;18.8;0.706;653;7.236;56.00; ;2.881;57.2;Yes;Looted; 
Isis LBC 10, Adapted (L);Rifle;BLP;59.4;30;57;19.8;0.670;642;7.090;42.00; ;2.941;61.6;Yes;Crafted; 
Isis LBC 13 (L);Rifle;BLP;57.2;36;53;22.1;0.812;786;8.672;65.00;105.00%;2.885;57.2;Yes;Looted; 
Isis LBC 16 (L);Rifle;BLP;59.4;41;54;25.6;0.947;894;9.887;74.00; ;2.882;57.2;Yes;Looted; 
Isis LBC 20 (L);Rifle;BLP;61.6;47;54;29.4;1.050;1028;11.330;82.50; ;2.883;57.3;Yes;Looted; 
Isis LBC 25 (L);Rifle;BLP;63.8;56;53;34.4;1.296;1220;13.496;102.00; ;2.884;57.3;Yes;Looted; 
Isis LBC 30 (L);Rifle;BLP;64.9;60;54;37.5;1.392;1306;14.452;110.00; ;2.885;57.4;Yes;Looted; 
Isis LBP 1 (L);Pistol;BLP;17.6;5;69;4.0;0.112;110;1.212;9.25;112.00%;2.867;56.1;Yes;Looted; 
Isis LBP 2 (L);Pistol;BLP;17.6;6;70;4.9;0.144;131;1.454;12.00; ;2.868;56.2;Yes;Looted; 
Isis LBP 3 (L);Pistol;BLP;18.7;8;69;6.4;0.188;175;1.938;15.50; ;2.869;56.2;Yes;Looted; 
Isis LBP 4 (L);Pistol;BLP;18.7;13;70;10.5;0.309;284;3.149;25.50;103.00%;2.869;56.3;Yes;Looted; 
Isis LBP 6 (L);Pistol;BLP;19.8;16;69;12.8;0.375;350;3.875;31.00;106.50%;2.870;56.3;Yes;Looted; 
Isis LBP 8 (L);Pistol;BLP;20.9;19;70;15.4;0.447;415;4.597;37.00;107.30%;2.873;56.5;Yes;Looted; 
Isis LBP 10 (L);Pistol;BLP;17.6;23;67;17.8;0.527;504;5.567;43.00;110.00%;2.871;56.6;Yes;Looted; 
Isis LBP 10, Adapted (L);Pistol;BLP;23.1;23;69;18.4; ;494; ;31.00;0.00%; ;61.6;Yes;Crafted; 
Isis LBP 12 (L);Pistol;BLP;22.0;28;67;21.7;0.669;610;6.769;55.00; ;2.875;56.7;Yes;Looted; 
Isis LBP 16 (L);Pistol;BLP;22.0;33;69;26.4;0.758;722;7.978;62.00;106.30%;2.875;56.7;Yes;Looted; 
Isis LBP 20 (L);Pistol;BLP;23.1;38;68;29.9;0.883;830;9.183;73.00;103.00%;2.876;56.8;Yes;Looted; 
Isis LBP 25 (L);Pistol;BLP;23.1;42;69;33.6;0.990;915;10.140;83.00;104.00%;2.879;56.8;Yes;Looted; 
Isis LBP 30 (L);Pistol;BLP; ;49;68;38.6;1.116;1072;11.836;93.00;106.00%;2.877;56.8;Yes;Looted; 
Isis LC-35 (L);Carbine;Laser;78.1;88;40;40.8;1.923;1942;21.343;155.00;125.00%;2.866;57.7;Yes;Looted; 
Isis LC-35, CDF Edition (L);Carbine;Laser;78.1;88;40;40.8;0.003;2117;21.173;0.60; ;2.889;57.7;Yes;Daily Token Trader; 
Isis LC-35, E.L.M Edition (L);Carbine;Laser;78.1;88;40;40.8;0.013;2115;21.163;1.00; ;2.890;57.8;Yes;Looted; 
Isis LC-35, MM Edition (L);Carbine;Laser;78.1;88;40;40.8;0.013;2115;21.163;1.00; ;2.890;57.8;Yes;Looted; 
Isis LC-35, RX Edition (L);Carbine;Laser;78.1;88;40;40.8; ;2115; ;1.00; ; ;57.8;Yes;Looted; 
Isis LC-55 (L);Carbine;Laser;79.2;135;34;53.2;2.200;2995;32.150;189.00;121.00%;2.918;59.9;Yes;Looted; 
Isis LC-55, CDF Edition (L);Carbine;Laser;79.2;135;34;53.2;0.004;3215;32.154;0.80; ;2.918;59.9;Yes;Daily Token Trader; 
Isis LC-60 (L);Carbine;Laser;81.4;136;36;56.7;2.329;2999;32.319;225.00;137.00%;2.925;60.4;Yes;Looted; 
Isis LC-60, CDF Edition (L);Carbine;Laser;81.4;136;36;56.7;0.004;3232;32.324;0.80; ;2.924;60.4;Yes;Daily Token Trader; 
Isis LLB 1 (L);Melee;Longblades;6.0;6;39;2.7;1.443;0;1.443;52.00; ;2.890;57.9;Yes;Looted; 
Isis LLB 2 (L);Melee;Longblades;7.0;11;39;5.0;2.642;0;2.642;95.50; ;2.894;58.1;Yes;Looted; 
Isis LLB 3 (L);Melee;Longblades;7.0;14;40;6.5;3.361;0;3.361;122.00; ;2.895;58.2;Yes;Looted; 
Isis LLB 4 (L);Melee;Longblades;8.0;18;40;8.3;4.321;0;4.321;156.00; ;2.895;58.2;Yes;Looted; 
Isis LLB 6 (L);Melee;Longblades;8.0;23;40;10.7; ;0; ;199.00; ; ; ;Yes;Looted; 
Isis LLB 8 (L);Melee;Longblades;9.0;30;41;14.2; ;0; ;260.00; ; ;58.5;Yes;Looted; 
Isis LLB 10 (L);Melee;Longblades;9.0;37;41;17.6;8.862;0;8.862;320.00; ;2.902;58.7;Yes;Looted; 
Isis LLB 13 (L);Melee;Longblades;10.0;44;42;21.4; ;0; ;380.00; ; ;58.8;Yes;Looted; 
Isis LLB 16 (L);Melee;Longblades;10.0;51;42;24.8;12.196;0;12.196;440.00; ;2.906;59.0;Yes;Looted; 
Isis LLB 20 (L);Melee;Longblades;11.0;57;42;27.7; ; ; ;491.00; ; ;59.4;Yes;Looted; 
Isis LLB 25 (L);Melee;Longblades;11.0;65;43;32.4;15.491;0;15.491;559.00; ;2.916;59.8;Yes;Looted; 
Isis LLB 30 (L);Melee;Longblades;12.0;73;44;37.2;17.390;0;17.390;628.00;0.00%;2.917;59.8;Yes;Looted; 
Isis LLC 1 (L);Carbine;Laser;57.2;6;44;3.1;0.137;131;1.447;10.50;110.00%;2.882;57.2;Yes;Looted; 
Isis LLC 2 (L);Carbine;Laser;59.4;11;43;5.5;0.252;240;2.652;19.50; ;2.883;57.3;Yes;Looted; 
Isis LLC 2, Merry Edition (L);Carbine;Laser;61.6;11;43;5.5;0.180;248;2.660;15.00; ;2.874;56.6;Yes;Mission;Skill Gain - Laser Weapons 50%
Isis LLC 3 (L);Carbine;Laser;62.7;14;43;7.0;0.325;305;3.375;25.00;103.00%;2.883;57.3;Yes;Looted; 
Isis LLC 4 (L);Carbine;Laser;64.9;19;40;8.8;0.450;413;4.580;34.50; ;2.883;57.3;Yes;Looted; 
Isis LLC 6 (L);Carbine;Laser;68.2;26;40;12.0;0.617;565;6.267;47.00;122.00%;2.883;57.3;Yes;Looted; 
Isis LLC 8 (L);Carbine;Laser;70.4;33;41;15.7;0.794;716;7.954;61.00; ;2.883;57.3;Yes;Looted; 
Isis LLC 10 (L);Carbine;Laser;73.7;38;43;18.9;0.878;828;9.158;67.00; ;2.884;57.3;Yes;Looted; 
Isis LLC 10, Adapted (L);Carbine;Laser;78.1;38;45;19.8;0.860;806;8.920;53.00;140.00%;2.961;63.2;Yes;Crafted; 
Isis LLC 13 (L);Carbine;Laser;75.9;47;41;22.3;1.100;1022;11.320;85.00;116.01%;2.886;57.5;Yes;Looted; 
Isis LLC 16 (L);Carbine;Laser;79.2;54;41;25.6;1.202;1180;13.002;93.00;112.04%;2.886;57.5;Yes;Looted; 
Isis LLC 20 (L);Carbine;Laser;81.4;60;42;29.2;1.420;1302;14.440;110.00;126.00%;2.888;57.6;Yes;Looted; 
Isis LLC 25 (L);Carbine;Laser;84.7;64;45;33.4;1.532;1387;15.402;118.00; ;2.888;57.6;Yes;Looted; 
Isis LLC 30 (L);Carbine;Laser;89.1;72;44;36.7;1.663;1566;17.323;128.00;121.00%;2.889;57.7;Yes;Looted; 
Isis LLP 1 (L);Pistol;Laser;27.5;4;66;3.1;0.096;87;0.966;8.00;120.00%;2.878;56.9;Yes;Looted; 
Isis LLP 2 (L);Pistol;Laser;27.5;6;67;4.7;0.149;130;1.449;12.25; ;2.878;56.9;Yes;Looted; 
Isis LLP 3 (L);Pistol;Laser;27.5;7;67;5.4;0.170;152;1.690;14.00;103.00%;2.879;57.0;Yes;Looted; 
Isis LLP 4 (L);Pistol;Laser;27.5;11;67;8.5;0.255;240;2.655;21.00; ;2.879;57.0;Yes;Looted; 
Isis LLP 6 (L);Pistol;Laser;28.6;14;65;10.5;0.359;302;3.379;29.00;115.00%;2.880;57.0;Yes;Looted; 
Isis LLP 8 (L);Pistol;Laser;28.6;17;67;13.2;0.403;370;4.103;33.00;112.00%;2.880;57.0;Yes;Looted; 
Isis LLP 10 (L);Pistol;Laser;28.6;20;68;15.8;0.467;436;4.827;38.50;114.00%;2.880;57.0;Yes;Looted; 
Isis LLP 10, Adapted (L);Pistol;Laser;34.1;20;70;16.2;0.453;424;4.693;28.00; ;2.962;63.2;Yes;Crafted; 
Isis LLP 13 (L);Pistol;Laser;28.6;28;63;20.4;0.677;608;6.757;56.00;108.30%;2.880;57.0;Yes;Looted; 
Isis LLP 16 (L);Pistol;Laser;29.7;33;63;24.1;0.803;716;7.963;66.00;104.50%;2.880;57.1;Yes;Looted; 
Isis LLP 20 (L);Pistol;Laser;29.7;40;61;28.3;0.991;866;9.651;81.00;113.00%;2.881;57.1;Yes;Looted; 
Isis LLP 25 (L);Pistol;Laser;29.7;44;64;32.6;1.094;952;10.614;90.00; ;2.881;57.1;Yes;Looted; 
Isis LLP 30 (L);Pistol;Laser;29.7;53;61;37.4;1.360;1142;12.780;112.00; ;2.882;57.2;Yes;Looted; 
Isis LR32;Carbine;Laser;60.5;66;37;28.3;3.378;1300;16.378;6536.00; ;2.801;51.3;Yes;Looted; 
Isis LR32 (L);Carbine;Laser;60.5;66;37;28.3;3.119;1300;16.119;220.00; ;2.846;54.5;Yes;Looted; 
Isis LR32, Adjusted;Carbine;Laser;60.5;66;37;28.3;3.208;1300;16.208;6536.00; ;2.830;53.4;Yes;Looted; 
Isis LR32, Adjusted (L);Carbine;Laser;60.5;66;37;28.3;2.951;1300;15.951;587.00; ;2.876;56.7;Yes;Looted; 
Isis LR32, Improved;Carbine;Laser;60.5;68;37;29.1;3.500;1300;16.500;6544.00;4999.00 PED;2.864;55.7;Yes;Looted; 
Isis LR32, Improved (L);Carbine;Laser;60.5;68;37;29.1;3.300;1300;16.300;1643.00; ;2.899;59.1;Yes;Looted; 
Isis LR32, Modified;Carbine;Laser;60.5;69;37;29.6;3.413;1300;16.413;10676.00;2500.00 PED;2.922;60.2;Yes;Looted; 
Isis LR32, Modified (L);Carbine;Laser;60.5;69;37;29.6;3.153;1300;16.153;5807.00;116.00%;2.969;63.8;Yes;Looted; 
Isis LR41;Carbine;Laser;62.7;70;37;30.0;3.347;1400;17.347;7328.00; ;2.805;51.3;Yes;Looted; 
Isis LR41 (L);Carbine;Laser;62.7;70;37;30.0;3.099;1400;17.099;240.00; ;2.845;54.5;Yes;Looted; 
Isis LR48;Carbine;Laser;57.2;79;38;34.8;3.703;1600;19.703;8912.00;3500.00 PED;2.787;50.4;Yes;Looted; 
Isis LR48 (L);Carbine;Laser;57.2;79;38;34.8;3.391;1600;19.391;288.00; ;2.831;53.5;Yes;Looted; 
Isis LR53;Carbine;Laser;61.6;89;38;39.2;4.121;1800;22.121;10496.00; ;2.796;51.0;Yes;Looted; 
Isis LR53 (L);Carbine;Laser;61.6;89;38;39.2;3.771;1800;21.771;320.00; ;2.841;54.2;Yes;Looted; 
Isis LR53, Adjusted;Carbine;Laser;61.6;89;38;39.2;3.880;1800;21.880;10496.00; ;2.827;53.3;Yes;Looted; 
Isis LR53, Adjusted (L);Carbine;Laser;61.6;89;38;39.2;3.530;1800;21.530;631.00; ;2.873;56.5;Yes;Looted; 
Isis LR53, Improved (L);Carbine;Laser;61.6;91;38;40.1;3.781;1800;21.781;2041.00;24000.00%;2.904;59.1;Yes;Looted; 
Isis LR53, Modified;Carbine;Laser;61.6;92;39;41.6;3.991;1800;21.991;10496.00; ;2.908;59.1;Yes;Looted; 
Isis LR53, Modified (L);Carbine;Laser;61.6;92;39;41.6;3.643;1800;21.643;6307.00; ;2.954;62.7;Yes;Looted; 
Isis LR59;Carbine;Laser;62.7;99;41;47.0;4.597;2000;24.597;13268.00; ;2.797;51.1;Yes;Looted; 
Isis LR59 (L);Carbine;Laser;62.7;99;41;47.0;4.207;2000;24.207;350.00; ;2.842;54.3;Yes;Looted; 
Isis LR63;Carbine;Laser;60.5;105;41;49.9;5.176;2100;26.176;14852.00; ;2.788;50.5;Yes;Looted; 
Isis LR63 (L);Carbine;Laser;60.5;105;41;49.9;4.800;2100;25.800;388.00; ;2.828;53.6;Yes;Looted; 
Isis LR65 (L);Carbine;Laser;60.5;119;41;56.5;6.177;2300;29.177;477.00; ;2.835;53.7;Yes;Looted; 
Isis LR66 (L);Carbine;Laser;60.5;139;38;61.2;6.973;2700;33.973;547.00;125.00%;2.844;54.4;Yes;Looted; 
Isis LR68 (L);Carbine;Laser;62.7;157;37;67.3; ;3100; ;603.00; ; ; ;Yes;Looted; 
Isis LR78Pt (L);Carbine;Laser;88.0;196;30;68.1;5.200;4230;47.500;224.00; ;2.868;56.2;Yes;Crafted, Event; 
Isis Lr.47Ag (L);Rifle;Laser;79.2;90;28;29.2; ;1865; ; ; ; ; ;Yes;Looted; 
Isis LSB 1 (L);Melee;Shortblades;5.0;3;79;2.7;0.719;0;0.719;26.00; ;2.900;58.5;Yes;Looted; 
Isis LSB 2 (L);Melee;Shortblades;5.0;4;79;3.7;0.958;0;0.958;34.50; ;2.902;58.7;Yes;Looted; 
Isis LSB 3 (L);Melee;Shortblades;5.0;6;80;5.6;1.564;0;1.564;52.00; ;2.666;58.8;Yes;Looted; 
Isis LSB 4 (L);Melee;Shortblades;6.0;10;80;9.3;2.393;0;2.393;86.50; ;2.904;58.9;Yes;Looted; 
Isis LSB 6 (L);Melee;Shortblades;6.0;14;81;13.1;3.376;0;3.376;121.00;105.00%;2.882;58.9;Yes;Looted; 
Isis LSB 8 (L);Melee;Shortblades;6.0;16;81;15.0;3.826; ; ;138.00; ; ;59.0;Yes;Looted; 
Isis LSB 10 (L);Melee;Shortblades;7.0;19;82;18.0;4.542;0;4.542;164.00; ;2.907;59.1;Yes;Looted; 
Isis LSB 13 (L);Melee;Shortblades;7.0;23;82;21.8;5.496;0;5.496;198.00; ;2.908;59.2;Yes;Looted; 
Isis LSB 16 (L);Melee;Shortblades;9.0;27;83;26.0;6.448;0;6.448;233.00; ;2.910;59.3;Yes;Looted; 
Isis LSB 20 (L);Melee;Shortblades;8.0;30;84;29.2;7.160;0;7.160;259.00; ;2.912;59.4;Yes;Looted; 
Isis LSB 25 (L);Melee;Shortblades;9.0;34;84;33.1; ; ; ;292.00; ; ;59.9;Yes;Looted; 
Isis LSB 30 (L);Melee;Shortblades;9.0;38;84;37.0;9.030;0;9.030;326.00; ;2.925;60.3;Yes;Looted; 
Isis Project Zero-Eight (L);Pistol;BLP;25.3;72;76;63.4;1.700;1530;17.000;290.00;110.00%;2.944;61.8;Yes;Looted; 
Isis Project Zero-Eight, CDF Edition (L);Pistol;BLP;25.3;72;76;63.4;0.005;1700;17.005;1.00; ;2.943;61.8;Yes;Daily Token Trader; 
Isis Project Zero-Five (L);Pistol;BLP;39.6;78;53;47.9;1.700;1702;18.720;201.00;140.00%;2.896;58.3;Yes;Looted; 
Isis Project Zero-Five, CDF Edition (L);Pistol;BLP;39.6;78;53;47.9;0.004;1871;18.714;0.80; ;2.897;58.3;Yes;Daily Token Trader; 
Isis Project Zero-Four (L);Pistol;BLP;39.6;66;58;44.3;1.378;1450;15.878;170.00;133.00%;2.889;57.7;Yes;Looted; 
Isis Project Zero-Four, CDF Edition (L);Pistol;BLP;39.6;66;58;44.3;0.003;1587;15.873;0.60; ;2.890;57.8;Yes;Daily Token Trader; 
Isis Project Zero-Nine (L);Pistol;BLP;24.2;75;76;66.0;1.735;1595;17.685;301.00;110.00%;2.947;62.1;Yes;Looted; 
Isis Project Zero-Nine, CDF Edition (L);Pistol;BLP;24.2;75;76;66.0;0.005;1768;17.685;1.00; ;2.947;62.1;Yes;Daily Token Trader; 
Isis Project Zero-One (L);Pistol;BLP;37.4;34;53;20.9;0.678;760;8.278;58.00; ;2.855;55.2;Yes;Looted; 
Isis Project Zero-One, CDF Edition (L);Pistol;BLP;37.4;34;53;20.9;0.002;827;8.272;0.40; ;2.857;55.3;Yes;Daily Token Trader; 
Isis Project Zero-Seven (L);Pistol;BLP;36.3;82;59;56.0;1.716;1780;19.516;243.00;110.00%;2.920;60.1;Yes;Looted; 
Isis Project Zero-Seven, CDF Edition (L);Pistol;BLP;36.3;82;59;56.0;0.004;1951;19.514;0.80; ;2.920;60.1;Yes;Daily Token Trader; 
Isis Project Zero-Six (L);Pistol;BLP;39.6;82;54;51.3;1.756;1790;19.656;224.00;110.00%;2.899;58.5;Yes;Looted; 
Isis Project Zero-Six, CDF Edition (L);Pistol;BLP;39.6;82;54;51.3;0.004;1965;19.654;0.80; ;2.900;58.5;Yes;Daily Token Trader; 
Isis Project Zero-Three;Pistol;BLP;38.5;42;58;28.2;0.900;930;10.200;144.00; ;2.862;55.7;Yes;Looted; 
Isis Project Zero-Three (L);Pistol;BLP;38.5;42;58;28.2;0.900;930;10.200;84.00;123.00%;2.862;55.7;Yes;Looted; 
Isis Project Zero-Three, CDF Edition (L);Pistol;BLP;38.5;42;58;28.2;0.003;1020;10.203;0.60; ;2.861;55.7;Yes;Daily Token Trader; 
Isis Project Zero-Three, E.L.M Edition (L);Pistol;BLP;38.5;42;58;28.2;0.011;1018;10.191;1.00; ;2.864;55.9;Yes;Looted; 
Isis Project Zero-Three, MM Edition (L);Pistol;BLP;38.5;42;58;28.2;0.011;1018;10.191;1.00; ;2.864;55.9;Yes;Looted; 
Isis Project Zero-Two (L);Pistol;BLP;37.4;36;59;24.6;0.755;800;8.755;69.00;113.00%;2.858;55.4;Yes;Looted; 
Isis Project Zero-Two, CDF Edition (L);Pistol;BLP;37.4;36;59;24.6;0.002;875;8.752;0.40; ;2.859;55.5;Yes;Daily Token Trader; 
Isis Project Zero-X (L);Pistol;BLP;23.1;81;73;68.5;1.730;1735;19.080;305.00;110.00%;2.950;62.4;Yes;Looted; 
Isis Project Zero-X, CDF Edition (L);Pistol;BLP;23.1;81;73;68.5;0.005;1908;19.085;1.00; ;2.950;62.3;Yes;Daily Token Trader; 
Island Slicer (L);Melee;Longblades;4.0;31;44;15.8; ; ; ;15.00; ; ;56.8;Yes;Crafted; 
