Name;Class;Type;MF Level;Range;Weight;Damage;Impact Radius;Attacks;Reload;Dmg/sec;Power;Decay;Ammo;Cost;Max.TT;Min.TT;Markup;Eff.Markup;Total Uses;Cost/sec;Dmg/PEC;Efficiency;Stb;Cut;Imp;Pen;Shr;Brn;Cld;Acd;Elc;SIB;Amplifier;Ammo;Concentration;Cooldown;Cooldown Group;Hit Profession;Rec.;Maxed;Damage Profession;Rec.;Maxed;Source;Discovered;Found on;Personal effects
Isis BL300E, CDF Edition (L);Pistol;BLP; ;39.6;1.6;19; ;63;1.0;13.9;549.1;0.002;463;4.632;0.40;0.00; ;1.0;20000;4.86;2.851;54.9;0;0;2;17;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);6;8;Ranged BLP (Dmg);6;8;Daily Token Trader;;Planet Calypso; 
Isis BL800;Pistol;BLP; ;28.6;2.1;22; ;46;1.3;11.7;335.3;1.466;400;5.466;2180.00;65.40;2500.00 PED;1.0;144243;4.19;2.797;51.1;0;0;0;19;0;3;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);5; ;Ranged BLP (Dmg);5; ;Looted;9.3.2;Planet Calypso; 
Isis BL800 (L);Pistol;BLP; ;28.6;2.1;22;0;46;1.3;11.7;335.3;1.379;400;5.379;93.00;2.79;105.00%;1.0;6542;4.12;2.843;54.3;0;0;3;19;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);5;9;Ranged BLP (Dmg);5;9;Looted;9.3;Planet Calypso; 
Isis BL1000 (L);Pistol;BLP; ;26.4;2.2;54;0;53;1.1;33.2;875.2;3.245;1000;13.245;265.00;7.95; ;1.0;7922;11.70;2.834;53.7;0;0;8;46;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);20;24;Ranged BLP (Dmg);20;24;Looted;;Planet Calypso; 
Isis BL1300 (L);Pistol;BLP; ;29.7;2.1;89;0;55;1.1;56.7;1684.0;5.605;1600;21.605;410.00;12.30; ;1.0;7096;19.80;2.863;55.8;0;0;13;76;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);45;49;Ranged BLP (Dmg);45;49;Looted;;Planet Calypso; 
Isis BL1450 (L);Pistol;BLP; ;27.5;2.2;101;0;58;1.0;67.9;1866.0;6.557;1800;24.557;510.00;15.30;135.00%;1.0;7545;23.74;2.858;55.5;0;0;16;85;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);61;66;Ranged BLP (Dmg);61;66;Looted;;Planet Calypso; 
Isis BL1600 (L);Pistol;BLP; ;27.5;2.1;138;0;48;1.3;76.7;2110.0;9.000;2500;34.000;597.00;17.91; ;1.0;6435;27.20;2.821;55.8;0;0;25;113;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);73; ;Ranged BLP (Dmg);73; ;Looted;9.4.3;Planet Calypso; 
Isis BL1800;Pistol;BLP; ;28.6;2.1;142; ;49;1.2;80.6;2305.1;9.128;2600;35.128;32672.00;0.00; ;1.0;357932;28.69;2.809;52.0;0;0;0;117;0;25;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);82;86;Ranged BLP (Dmg);82;86;Looted;9.3.5;Crystal Palace; 
Isis BL1950;Pistol;BLP; ;23.1;2.3;140; ;50;1.2;81.1;1873.0;4.208;2990;34.108;362.00;10.86; ;1.0;8345;28.42;2.853;55.1;0;0;27;113;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);115;120;Ranged BLP (Dmg);115;120;Looted;15.4;F.O.M.A. - Fortuna; 
Isis BL1950 (L);Pistol;BLP; ;23.1;2.3;140; ;50;1.2;81.1;1873.0;4.208;2990;34.108;362.00;10.86; ;1.0;8345;28.42;2.853;55.1;0;0;27;113;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);112;117;Ranged BLP (Dmg);112;117;Looted;15.2.3;Planet Calypso; 
Isis CB5;Rifle;BLP; ;55.0;2;8;0;48;1.3;4.4;244.6;0.023;200;2.023;200.00;6.00;183.00 PED;1.0;843479;1.62;2.748;47.8;0;0;7;1;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;5.7;Ranged BLP (Dmg);0;5.7;Looted;;Planet Calypso; 
Isis CB5 (L);Rifle;BLP; ;55.0;2;8;0;48;1.3;4.4;244.6;0.021;200;2.021;3.10;0.093;220.00%;1.0;14320;1.62;2.751;47.9;0;0;1;7;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;5.7;Ranged BLP (Dmg);0;4.7;Looted;;Planet Calypso; 
Isis CB13;Rifle;BLP; ;57.2;1.8;26; ;53;1.1;16.0;913.0;2.437;400;6.437;4556.00;136.68; ;1.0;181343;5.69;2.807;51.8;0;0;3;23;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);11;13;Ranged BLP (Dmg);11;13;Looted;;Planet Calypso; 
Isis CB13 (L);Rifle;BLP; ;57.2;1.8;26;0;53;1.1;16.0;913.0;2.323;400;6.323;145.60;4.368; ;1.0;6080;5.59;2.858;55.4;0;0;3;23;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);11;13;Ranged BLP (Dmg);11;13;Looted;;Planet Calypso; 
Isis CB19;Rifle;BLP; ;56.1;2;40;0;50;1.2;23.2;1299.6;2.993;700;9.993;5348.00;160.44; ;1.0;173324;8.33;2.782;50.0;0;0;4;36;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);13;17;Ranged BLP (Dmg);13;17;Looted;;Planet Calypso; 
Isis CB19 (L);Rifle;BLP; ;56.1; ;40;0;50;1.2;23.2;1299.6;2.815;700;9.815;180.00;5.40; ;1.0;6203;8.18;2.832;53.6;0;0;4;36;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);13;17;Ranged BLP (Dmg);13;17;Looted;;Planet Calypso; 
Isis CB20 (L);Carbine;BLP; ;61.6;2.2;46; ;54;1.1;28.8;1772.4;0.870;1030;11.170;89.00;2.67; ;1.0;9923;10.05;2.862;55.8;0;0;14;32;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);20; ;Ranged BLP (Dmg);20; ;Looted;;Planet Calypso; 
Isis CB20, CDF Edition (L);Carbine;BLP; ;61.6;2.2;46; ;54;1.1;28.8;1772.4;0.003;1116;11.163;0.60;0.00; ;1.0;20000;10.05;2.864;55.9;0;0;14;32;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);16;20;Ranged BLP (Dmg);16;20;Daily Token Trader;;Planet Calypso; 
Isis CB21;Rifle;BLP; ;57.2;2;55;0;52;1.2;33.1;1894.9;2.644;1100;13.644;8120.00;243.60; ;1.0;297898;11.82;2.802;51.4;0;0;6;49;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);20;24;Ranged BLP (Dmg);20;24;Looted;9.3.5;Planet Calypso; 
Isis CB21 (L);Rifle;BLP; ;57.2; ;55;0;52;1.2;33.1;1894.9;2.401;1100;13.401;170.00;5.10; ;1.0;6868;11.61;2.852;55.0;0;0;6;49;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);20;24;Ranged BLP (Dmg);20;24;Looted;;Planet Calypso; 
Isis CB24;Rifle;BLP; ;55.0;2.1;60;0;52;1.2;36.1;1987.7;2.896;1200;14.896;9308.00;279.24; ;1.0;311767;12.91;2.799;51.3;0;0;7;53;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);23;27;Ranged BLP (Dmg);23;27;Looted;;Planet Calypso; 
Isis CB24 (L);Rifle;BLP; ;55.0;2.1;60;0;52;1.2;36.1;1987.7;2.631;1200;14.631;190.00;5.70;123.00%;1.0;7005;12.68;2.850;54.9;0;0;7;53;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);23;27;Ranged BLP (Dmg);23;27;Looted;;Planet Calypso; 
Isis CB26;Rifle;BLP; ;55.0;2.1;76;0;53;1.1;46.7;2566.2;5.013;1400;19.013;13664.00;409.92;33000.00 PED;1.0;264395;16.79;2.778;49.8;0;0;9;67;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);34;39;Ranged BLP (Dmg);34;39;Looted;9.3.2;Planet Calypso; 
Isis CB26 (L);Rifle;BLP; ;55.0;2.1;76;0;53;1.1;46.7;2566.2;4.675;1400;18.675;336.00;10.08; ;1.0;6972;16.50;2.828;53.3;0;0;9;67;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);34;39;Ranged BLP (Dmg);34;39;Looted;;Planet Calypso; 
Isis CB27 (L);Rifle;BLP; ;62.7;2.2;94;0;52;1.2;56.6;3550.0;1.830;2050;22.330;240.00;7.20;135.00%;1.0;12722;19.35;2.926;60.5;0;0;19;75;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);60;65;Ranged BLP (Dmg);60;65;Looted;12.8.1;Planet Calypso; 
Isis CB27, CDF Edition (L);Rifle;BLP; ;62.7;2.2;94; ;52;1.2;56.6;3550.0;0.004;2233;22.334;0.80;0.00; ;1.0;20000;19.36;2.925;60.4;0;0;19;75;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);55;60;Ranged BLP (Dmg);55;60;Daily Token Trader;;Planet Calypso; 
Isis CB28 (L);Rifle;BLP; ;56.1;2.1;101;0;50;1.2;58.5;3281.6;6.664;1800;24.664;473.00;14.19; ;1.0;6885;20.55;2.846;54.6;0;0;12;89;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);47;52;Ranged BLP (Dmg);47;52;Looted;9.3.4;Planet Calypso; 
Isis CB29 (L);Rifle;BLP; ;56.1;2.2;102;0;52;1.2;61.4;3446.7;5.907;1900;24.907;451.00;13.53; ;1.0;7406;21.59;2.846;54.6;0;0;12;90;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);52;57;Ranged BLP (Dmg);52;57;Looted;9.3.2;Planet Calypso; 
Isis CB32 (L);Rifle;BLP; ;64.9;2.2;123; ;49;1.2;69.8;4530.8;2.470;2640;28.870;400.00;12.00; ;1.0;15709;23.58;2.961;63.1;0;0;25;98;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);90;95;Ranged BLP (Dmg);90;95;Looted;12.8.1;Planet Calypso; 
Isis CB32, CDF Edition (L);Rifle;BLP; ;64.9;2.2;123; ;49;1.2;69.8;4530.8;0.005;2888;28.885;1.00;0.00; ;1.0;20000;23.59;2.959;63.1;0;0;25;98;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);85; ;Ranged BLP (Dmg);85; ;Daily Token Trader;;Planet Calypso; 
Isis HL4 (L);Pistol;Laser; ;31.9;1.2;28;0;65;0.9;21.1;672.5;0.565;627;6.835;48.00;1.44;125.00%;1.0;8241;7.40;2.847;54.6;0;0;0;10;0;18;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);13;18;Ranged Laser (Dmg);13;18;Looted;12.8.2;Planet Calypso; 
Isis HL4, CDF Edition (L);Pistol;Laser; ;31.9;1.2;28; ;65;0.9;21.1;672.5;0.002;683;6.832;0.40;0.00; ;1.0;20000;7.40;2.848;54.7;0;0;0;10;0;18;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);10; ;Ranged Laser (Dmg);10; ;Daily Token Trader;;Planet Calypso; 
Isis HL5 (L);Pistol;Laser; ;35.2;1.2;33; ;63;1.0;24.1;847.7;0.700;733;8.030;62.00;1.86;1766.00%;1.0;8592;8.43;2.856;55.3;0;0;0;12;0;21;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);16;20;Ranged Laser (Dmg);16;20;Looted;12.8.1;Planet Calypso; 
Isis HL5, CDF Edition (L);Pistol;Laser; ;35.2;1.2;33; ;63;1.0;24.1;847.7;0.002;803;8.032;0.40;0.00; ;1.0;20000;8.43;2.855;55.3;0;0;0;12;0;21;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);13; ;Ranged Laser (Dmg);13; ;Daily Token Trader;;Planet Calypso; 
Isis HL6;Pistol;Laser; ;30.8;1.3;49; ;50;1.2;28.4;874.1;2.136;1000;12.136;8120.00;243.60; ;1.0;368746;10.11;2.806;51.7;0;0;0;5;0;44;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);20;25;Ranged Laser (Dmg);20;23;Looted;;Planet Calypso; 
Isis HL6 (L);Pistol;Laser; ;30.8;1.3;49;0;50;1.2;28.4;874.1;1.932;1000;11.932;255.00;7.65; ;1.0;12803;9.94;2.854;55.2;0;0;0;5;0;44;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);20;23;Ranged Laser (Dmg);20;23;Looted;;Planet Calypso; 
Isis HL8;Pistol;Laser; ;37.4;1.4;59; ;51;1.2;34.9;1303.5;2.557;1200;14.557;10892.00;326.76;1750.00 PED;1.0;413189;12.37;2.817;52.5;0;0;0;6;0;53;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);27;30;Ranged Laser (Dmg);27;30;Looted;;Planet Calypso; 
Isis HL8 (L);Pistol;Laser; ;37.4;1.4;59;0;51;1.2;34.9;1303.5;2.311;1200;14.311;299.30;8.979; ;1.0;12563;12.16;2.865;56.0;0;0;0;6;0;53;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);27;30;Ranged Laser (Dmg);27;30;Looted;;Planet Calypso; 
Isis HL11;Pistol;Laser; ;35.2;1.2;66; ;51;1.2;39.0;1372.4;2.400;1400;16.400;12476.00;374.28; ;1.0;504239;13.94;2.797;52.4;0;0;0;7;0;59;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);31;34;Ranged Laser (Dmg);31;34;Looted;;Planet Calypso; 
Isis HL11 (L);Pistol;Laser; ;35.2;1.2;66;0;51;1.2;39.0;1372.4;2.017;1400;16.017;320.00;9.60; ;1.0;15390;13.61;2.864;55.9;0;0;0;7;0;59;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);31;34;Ranged Laser (Dmg);31;34;Looted;;Planet Calypso; 
Isis HL12;Pistol;Laser; ;38.5;1.4;75; ;51;1.2;44.3;1705.8;2.522;1600;18.522;14456.00;442.02; ;1.0;555670;15.74;2.814;52.3;0;0;0;7;0;68;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);36; ;Ranged Laser (Dmg);36; ;Looted;9.3.2;Planet Calypso; 
Isis HL12 (L);Pistol;Laser; ;38.5;1.4;75;0;51;1.2;44.3;1705.8;2.210;1600;18.210;331.00;9.93; ;1.0;14529;15.48;2.862;55.8;0;0;0;7;0;68;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);36;39;Ranged Laser (Dmg);36;39;Looted;;Planet Calypso; 
Isis HL14;Pistol;Laser; ;38.5;1.5;80; ;50;1.2;46.3;1783.8;2.671;1700;19.671;15644.00;469.32; ;1.0;568128;16.39;2.826;53.2;0;0;0;8;0;72;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);39;42;Ranged Laser (Dmg);39;42;Looted;9.4.4;Planet Calypso; 
Isis HL14 (L);Pistol;Laser; ;38.5; ;80;0;50;1.2;46.3;1783.8;2.340;1700;19.340;350.00;10.50; ;1.0;14509;16.12;2.875;56.7;0;0;0;8;0;72;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);39;42.5;Ranged Laser (Dmg);39;42.5;Looted;;Planet Calypso; 
Isis HL15;Pistol;Laser; ;33.0;1.5;92; ;50;1.2;53.3;1758.3;3.947;1900;22.947;18020.00;540.60; ;1.0;442853;19.12;2.786;50.1;0;0;0;10;0;82;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);45;49;Ranged Laser (Dmg);45;49;Looted;9.3.4;Planet Calypso; 
Isis HL15 (L);Pistol;Laser; ;33.0;1.5;92;0;50;1.2;53.3;1758.3;3.589;1900;22.589;474.00;14.22; ;1.0;12811;18.82;2.831;53.5;0;0;0;10;0;82;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);45;49;Ranged Laser (Dmg);45;49;Looted;9.3;Planet Calypso; 
Isis HL18;Pistol;Laser; ;35.2;1.5;110; ;52;1.2;66.3;2332.2;4.284;2300;27.284;23564.00;706.92; ;1.0;533546;23.65;2.802;51.4;0;0;0;12;0;98;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);59;63;Ranged Laser (Dmg);59;63;Looted;9.3.2;Planet Calypso; 
Isis HL18 (L);Pistol;Laser; ;35.2;1.7;110;0;52;1.2;66.3;2332.2;3.825;2300;26.825;543.00;16.29;14000.00%;1.0;13771;23.25;2.850;54.9;0;0;0;12;0;98;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);59;63;Ranged Laser (Dmg);59;63;Looted;;Planet Calypso; 
Isis HL18, SGA Edition;Pistol;Laser; ;35.2;1.5;110; ;55;1.1;70.1;2466.8;4.284;2300;27.284;23564.00;706.92; ;1.0;533546;25.01;2.802;51.4;0;0;0;12;0;98;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);59;63;Ranged Laser (Dmg);59;63;Looted;10.2;Planet Calypso; 
Isis HL20 (L);Pistol;Laser; ;35.2;1.5;122;0;51;1.2;72.1;2536.9;4.650;2500;29.650;623.00;18.69; ;1.0;12996;25.20;2.860;55.6;0;0;0;13;0;109;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);67;71;Ranged Laser (Dmg);67;71;Looted;9.3;Planet Calypso; 
Isis LBC 1 (L);Rifle;BLP; ;41.8;2.3;6; ;52;1.2;3.6;151.1;0.140;131;1.450;11.00;0.33; ;1.0;7622;1.26;2.876;56.7;0;0;2;4;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0; ;Ranged BLP (Dmg);0; ;Looted;15.2.1;Planet Calypso; 
Isis LBC 2 (L);Rifle;BLP; ;44.0;2.3;11; ;52;1.2;6.6;291.5;0.248;241;2.658;19.50;0.585;107.00%;1.0;7628;2.30;2.876;56.8;0;0;4;7;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);2; ;Ranged BLP (Dmg);2; ;Looted;15.2.1;Planet Calypso; 
Isis LBC 3 (L);Rifle;BLP; ;46.2;2.3;14; ;52;1.2;8.4;389.6;0.322;306;3.382;25.00;0.75;108.80%;1.0;7532;2.93;2.877;56.8;0;0;5;9;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);3; ;Ranged BLP (Dmg);3; ;Looted;15.2.2;Planet Calypso; 
Isis LBC 4 (L);Rifle;BLP; ;48.4;2.3;17; ;52;1.2;10.2;495.6;0.405;370;4.105;32.00;0.96;106.00%;1.0;7665;3.56;2.878;56.9;0;0;6;11;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);4; ;Ranged BLP (Dmg);4; ;Looted;15.2.0;Planet Calypso; 
Isis LBC 6 (L);Rifle;BLP; ;50.6;2.3;22; ;53;1.1;13.5;683.4;0.510;480;5.310;40.00;1.20;107.00%;1.0;7608;4.69;2.879;57.0;0;0;8;14;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);6; ;Ranged BLP (Dmg);6; ;Looted;15.2.2;Planet Calypso; 
Isis LBC 8 (L);Rifle;BLP; ;52.8;2.3;28; ;53;1.1;17.2;907.6;0.650;610;6.750;51.00;1.53;108.00%;1.0;7611;5.96;2.883;57.1;0;0;10;18;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);8; ;Ranged BLP (Dmg);8; ;Looted;;Planet Calypso; 
Isis LBC 10 (L);Rifle;BLP; ;55.0;2.3;30; ;54;1.1;18.8;1032.1;0.706;653;7.236;56.00;1.68; ;1.0;7695;6.51;2.881;57.2;0;0;10;20;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);10; ;Ranged BLP (Dmg);10; ;Looted;15.2.0;Planet Calypso; 
Isis LBC 10, Adapted (L);Rifle;BLP; ;59.4;2.3;30; ;57;1.1;19.8;1176.6;0.670;642;7.090;42.00;1.26; ;1.0;6081;6.74;2.941;61.6;0;0;8;22;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);10; ;Ranged BLP (Dmg);10; ;Crafted;15.11.3;Planet Calypso; 
Isis LBC 13 (L);Rifle;BLP; ;57.2;2.3;36; ;53;1.1;22.1;1264.2;0.812;786;8.672;65.00;1.95;105.00%;1.0;7765;7.66;2.885;57.2;0;0;12;24;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);13; ;Ranged BLP (Dmg);13; ;Looted;15.2.2;Planet Calypso; 
Isis LBC 16 (L);Rifle;BLP; ;59.4;2.3;41; ;54;1.1;25.6;1523.3;0.947;894;9.887;74.00;2.22; ;1.0;7580;8.90;2.882;57.2;0;0;13;28;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);16; ;Ranged BLP (Dmg);16; ;Looted;15.2.2;Planet Calypso; 
Isis LBC 20 (L);Rifle;BLP; ;61.6;2.3;47; ;54;1.1;29.4;1810.9;1.050;1028;11.330;82.50;2.48; ;1.0;7621;10.20;2.883;57.3;0;0;15;32;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);20; ;Ranged BLP (Dmg);20; ;Looted;15.2.2;Planet Calypso; 
Isis LBC 25 (L);Rifle;BLP; ;63.8;2.3;56; ;53;1.1;34.4;2193.4;1.296;1220;13.496;102.00;3.06; ;1.0;7635;11.92;2.884;57.3;0;0;18;38;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);25;30;Ranged BLP (Dmg);25;30;Looted;15.2.2;Planet Calypso; 
