Name;Class;Type;MF Level;Range;Weight;Damage;Impact Radius;Attacks;Reload;Dmg/sec;Power;Decay;Ammo;Cost;Max.TT;Min.TT;Markup;Eff.Markup;Total Uses;Cost/sec;Dmg/PEC;Efficiency;Stb;Cut;Imp;Pen;Shr;Brn;Cld;Acd;Elc;SIB;Amplifier;Ammo;Concentration;Cooldown;Cooldown Group;Hit Profession;Rec.;Maxed;Damage Profession;Rec.;Maxed;Source;Discovered;Found on;Personal effects
MarCorp Kallous-2, CDF Edition (L);Carbine;Laser; ;57.2;1.2;26; ;41;1.5;12.3;706.3;0.002;637;6.372;0.40;0.00; ;1.0;20000;4.35;2.836;53.8;0;0;0;8;0;16;0;0;2;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);4;6;Ranged Laser (Dmg);4;6;Daily Token Trader;;Planet Calypso; 
MarCorp Kallous-3 (L);Carbine;Laser; ;64.9;1.2;33; ;38;1.6;14.5;942.7;0.560;751;8.070;37.00;1.11;128.00%;1.0;6409;5.11;2.842;54.3;0;0;0;10;0;20;0;0;3;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);8;10;Ranged Laser (Dmg);8;10;Looted;;Planet Calypso; 
MarCorp Kallous-3, CDF Edition (L);Carbine;Laser; ;64.9;1.2;33; ;38;1.6;14.5;942.7;0.002;807;8.072;0.40;0.00; ;1.0;20000;5.11;2.841;54.2;0;0;0;10;0;20;0;0;3;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);6;8;Ranged Laser (Dmg);6;8;Daily Token Trader;;Planet Calypso; 
MarCorp Kallous-4 (L);Carbine;Laser; ;77.0;1.2;42; ;35;1.7;17.0;1311.1;0.670;955;10.220;43.00;1.29; ;1.0;6226;5.96;2.856;55.3;0;0;0;14;0;28;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);10;13;Ranged Laser (Dmg);10;13;Looted;;Planet Calypso; 
MarCorp Kallous-4, CDF Edition (L);Carbine;Laser; ;77.0;1.2;42; ;35;1.7;17.0;1311.1;0.002;1022;10.222;0.40;0.00; ;1.0;20000;5.96;2.856;55.3;0;0;0;14;0;28;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);8;10;Ranged Laser (Dmg);8;10;Daily Token Trader;;Planet Calypso; 
MarCorp Kallous-5 (L);Carbine;Laser; ;53.9;1.2;30; ;61;1.0;21.2;1142.5;0.700;658;7.280;56.00;1.68;128.00%;1.0;7760;7.40;2.864;55.9;0;0;0;12;0;18;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);13;16;Ranged Laser (Dmg);13;16;Looted;;Planet Calypso; 
MarCorp Kallous-5, CDF Edition (L);Carbine;Laser; ;53.9;1.2;30; ;61;1.0;21.2;1142.5;0.002;728;7.282;0.40;0.00; ;1.0;20000;7.40;2.863;55.8;0;0;0;12;0;18;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);10;13;Ranged Laser (Dmg);10;13;Daily Token Trader;;Planet Calypso; 
MarCorp Kallous-5, E.L.M Edition (L);Carbine;Laser; ;53.9;1.2;30; ;61;1.0;21.2;1142.5;0.010;727;7.280;1.00; ;3000.00%;1.0;10000;7.40;2.864;55.9;0;0;0;12;0;18;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);13;16;Ranged Laser (Dmg);13;16;Looted;;Planet Calypso; 
MarCorp Kallous-5, MM Edition (L);Carbine;Laser; ;53.9;1.2;30;0;61;1.0;21.2;1142.5;0.010;727;7.280;1.00;0.03; ;1.0;9701;7.40;2.864; ;0;0;0;12;0;18;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);13;16;Ranged Laser (Dmg);13;16;Looted;12.10.1;Planet Calypso; 
MarCorp Kallous-5, RX Edition (L);Carbine;Laser; ;53.9;1.2;30;0;61;1.0;21.2;1142.5;0.010;727;7.280;1.00; ; ;1.0;10000;7.40;2.864;55.9;0;0;0;12;0;18;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);13;16;Ranged Laser (Dmg);13;16;Looted;;Planet Calypso; 
MarCorp Kallous-6 (L);Carbine;Laser; ;52.8;1.2;33; ;64;0.9;24.5;1291.7;0.720;731;8.030;67.00;2.01;130.00%;1.0;9027;8.57;2.856;55.3;0;0;0;12;0;21;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);16;20;Ranged Laser (Dmg);16;20;Looted;Planet Calypso 2012.5.1;Planet Calypso; 
MarCorp Kallous-6, CDF Edition (L);Carbine;Laser; ;52.8;1.2;33; ;64;0.9;24.5;1291.7;0.002;803;8.032;0.40;0.00; ;1.0;20000;8.57;2.855;55.3;0;0;0;12;0;21;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);13;16;Ranged Laser (Dmg);13;16;Daily Token Trader;;Planet Calypso; 
MarCorp Kallous-7;Carbine;Laser; ;73.7;1.2;53; ;61;1.0;37.4;2760.0;0.990;1181;12.800;64.60;1.938;14000.00 PED;1.0;6330;13.01;2.878;56.9;0;0;0;18;0;35;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);35; ;Ranged Laser (Dmg);35; ;Looted;14.2.1;Planet Calypso; 
MarCorp Kallous-7 (L);Carbine;Laser; ;73.7;1.2;53; ;61;1.0;37.4;2760.0;0.990;1181;12.800;64.60;1.938; ;1.0;6330;13.01;2.878;56.9;0;0;0;18;0;35;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);30;35;Ranged Laser (Dmg);30;35;Looted;Planet Calypso 2012.5;Planet Calypso; 
MarCorp Kallous-7, CDF Edition (L);Carbine;Laser; ;73.7;1.2;53; ;61;1.0;37.4;2760.0;0.003;1280;12.803;0.60;0.00; ;1.0;20000;13.02;2.877;56.8;0;0;0;18;0;35;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);25;30;Ranged Laser (Dmg);25;30;Daily Token Trader;;Planet Calypso; 
Marked Combat Knife (L);Melee;Shortblades; ;4.0;2.8;48; ;56;1.1;31.1;124.5;11.770;0;11.770;750.00;22.50; ;1.0;6181;10.99;2.834;53.2;10;38;0;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);23; ;Knifefighter (Dmg);23; ;Looted;;Planet Cyrene; 
Marked Flamethrower (L);Flamethrower;BLP; ;16.5;2.7;45;0;56;1.1;29.2;481.6;2.000;900;11.000;150.00;4.50;115.00%;1.0;7275;10.27;2.843;54.4;0;0;0;0;0;45;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);21; ;Ranged BLP (Dmg);21; ;Looted;;Planet Cyrene; 
Marked HK 1675 (L);Carbine;Laser; ;66.6;2.1;64; ;46;1.3;34.1;2271.1; ;1330; ;150.00; ; ; ; ; ; ;53.6;0;0;46;18;0;0;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);28; ;Ranged Laser (Dmg);28; ;Looted;14.6.1.1;Planet Cyrene; 
Marked Psy-Sword (L);Melee;Longblades; ;5.0;2.2;91;0;33;1.8;34.8;173.9; ;0; ;1250.00; ; ; ; ; ; ;53.3;75;16;0;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);35; ;Swordsman (Dmg);35; ;Looted;Planet Cyrene 2014.1;Planet Cyrene; 
Marked Scorpion (L);Pistol;Laser; ;37.4;2.9;56; ;56;1.1;36.3;1358.6; ;1117; ;125.00; ; ; ; ; ; ;61.0;0;0;18;38;0;0;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);28;31;Ranged Laser (Dmg);28;31;Looted;Planet Cyrene 2014.1;Planet Cyrene; 
Mar-Lighter Davidov;Carbine;Laser; ;71.5;4.5;33; ;36;1.7;13.8;983.9;0.440;800;8.440;60.00;1.80; ;1.0;13228;5.06;2.717;45.7;0;0;0;3;0;30;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Crafted;;Planet Calypso; 
Mar-Peeker Davidov;Carbine;Laser; ;66.0;3.5;16; ;27;2.2;5.0;330.3;0.060;400;4.060;25.00;0.75; ;1.0;40417;1.83;2.739;47.1;0;0;0;1;0;15;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Crafted;;Planet Calypso; 
Mar-Spark Davidov;Carbine;Laser; ;71.5;3.9;30; ;36;1.7;12.5;894.5;0.470;700;7.470;45.00;1.35; ;1.0;9288;4.48;2.791;50.7;0;0;0;3;0;27;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Crafted;;Planet Calypso; 
Master Guards Spiked Club;Melee;Clubs; ;9.0;4.9;200; ;22;2.7;51.0;458.7;48.200;0;48.200;880.00;26.40; ;1.0;1771;17.67;2.884;57.3;60;0;140;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;One Handed Clubber (Hit);54;59;One Handed Clubber (Dmg);54;59;Looted;Planet Calypso 2013.2.1;Planet Calypso; 
Master Guards Spiked Club (L);Melee;Clubs; ;9.0;4.9;200; ;22;2.7;51.0;458.7; ;0; ;274.00; ; ; ; ; ; ;57.3;60;0;140;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;One Handed Clubber (Hit);49; ;One Handed Clubber (Dmg);49; ;Looted;Planet Calypso 2013.2;Planet Calypso; 
Mature Argonaut's Claws (L);Melee;Power Fist; ;6.0;1.7;52; ;61;1.0;36.7;220.5;12.350;0;12.350;155.00;4.65; ;1.0;1218;12.56;2.926;60.5;0;13;39;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Brawler (Hit);23; ;Brawler (Dmg);23; ;Looted;12.3.0;Planet Calypso; 
Mawlood Graduate (L);Rifle;Laser; ;33.6;1.5;14; ;48;1.3;7.8;261.5;0.060;302;3.080;7.00;0.0004;200.00%;1.0;11666;2.46;3.159;79.5;0;0;0;2;0;12;0;0;0;Yes;Energy Amp;Universal Ammo; ; ; ;Laser Sniper (Hit);7;10;Ranged Laser (Dmg);7;10;Looted;17.23.0;Planet Toulan; 
Mawlood Recruit Eagle (L);Carbine;Laser; ;44.0;1.3;3; ;55;1.1;1.9;84.1;0.008;73;0.738;0.09;0.0027;1111.11%;1.0;1092;0.68;2.825;53.1;0;0;0;1;0;2;0;0;0;Yes; ;Weapon Cells; ; ; ;Laser Sniper (Hit);0;0.3;Ranged Laser (Dmg);0;0.3;Looted;;Planet Toulan; 
Mawlood Recruit Hawk (L);Carbine;Laser; ;58.0;1.3;3; ;75;0.8;2.6;151.2;0.040;69;0.730;0.70;0.021;285.00%;1.0;1698;0.91;2.856;55.3;0;0;0;1;0;2;0;0;0;Yes; ;Weapon Cells; ; ; ;Laser Sniper (Hit);0;1;Ranged Laser (Dmg);0;1;Looted;;Planet Toulan; 
Mayhem Arsonistic Chip 15;Mindforce;Pyro;14;70.0;0.2;1220;0;3;20.0;42.4;2967.7;36.449;22500;261.449;200.00;0.00; ;1.0;549;13.07;3.243;80.0;0;0;0;0;0;1220;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ;20;II;Pyro Kinetic (Hit);80;90;Pyro Kinetic (Dmg);80;90;Mayhem;; ; 
Mayhem Electric Attack Nanochip 15, Perfected;Mindforce;Electric;80;32.7;0.2;134.4; ;51.07;1.2;79.5;2599.8;1.139;2638;27.519;146.00;0.00; ;1.0;12819;23.42;3.394;83.3;0;0;28.3;0;0;0;0;0;106.1;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Electro Kinetic (Hit);80;90;Electro Kinetic (Dmg);80;90;Mayhem Token Trader;17.14.0;Planet Calypso; 
Mayhem Force Mace Basher, Improved;Melee;Clubs; ;5.0;0.8;49;0;39;1.5;22.1;110.7;10.632;0;10.632;1000.00;0.00;21000.00 PED;1.0;9406;6.91;3.203;77.2;0;0;8;0;0;41;0;0;0;Yes;Melee Amp;; ; ; ;One Handed Clubber (Hit);15;25;One Handed Clubber (Dmg);15;25;Mayhem Token Trader;;Planet Calypso; 
Mayhem Nano-Blade;Melee;Longblades; ;8.0;4;275; ;30;2.0;95.6;764.5;10.000;4500;55.000;1000.00;0.00; ;1.0;10000;27.50;3.475;66.5;25;225;0;0;0;0;0;0;25;Yes;Melee Amp;Weapon Cells; ; ; ;Swordsman (Hit);140;150;Swordsman (Dmg);140;150;Mayhem Token Trader;17.18.1;Planet Calypso; 
Mayhem Nano-Blade, Modified;Melee;Longblades; ;8.0;4;275;0;33;1.8;105.1;840.9;9.000;4050;49.500;1000.00;0.00; ;1.0;11112;27.23;3.861;86.5;25;225;0;0;0;0;0;0;25;Yes;Melee Amp;; ; ; ;Swordsman (Hit);140;150;Swordsman (Dmg);140;150;Mayhem Token Trader;17.10.1;Planet Calypso; 
Mayhem Scintillator Azure;Pistol;Laser; ;36.0;1.7;16;0;79;0.8;14.6;527.1;0.094;368;3.774;42.00;0.00;12.00 PED;1.0;44681;4.97;2.946;62.1;0;0;0;3;0;0;0;0;13;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);35; ;Ranged Laser (Dmg);35; ;Event;;Planet Calypso;Increased Critical Strike Chance: 1%
Mayhem Scintillator Cobalt;Pistol;Laser; ;36.0;1.7;35; ;79;0.8;32.0;1153.0;0.174;808;8.254;78.00;2.34; ;1.0;43483;10.87;2.947;62.1;0;0;0;6;0;0;0;0;29;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);55;59;Ranged Laser (Dmg);55;59;Event;;Planet Calypso;Increased Critical Strike Chance: 1%
Mayhem Scintillator Heliotrope;Pistol;Laser; ;39.6; ;52; ;79;0.8;47.6;1884.3;0.269;1200;12.269;116.00;3.48; ;1.0;41829;16.15;2.946;62.2;0;0;0;0;0;0;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);75;78;Ranged Laser (Dmg);75;78;Event;;Planet Calypso;Increased Critical Strike Chance: 1%
Mayhem Scintillator Viridian;Pistol;Laser; ;39.6;1.7;65; ;79;0.8;59.5;2355.4;0.260;1500;15.260;140.00;4.20; ;1.0;52231;20.09;2.960;63.1;0;0;0;12;0;0;0;0;53;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);95;98;Ranged Laser (Dmg);95;98;Event;;Planet Calypso;Increased Critical Strike Chance: 1%
Maze Hammer;Melee;Clubs; ;5.0;1.3;8; ;22;2.7;2.0;10.2;1.928;0;1.928;5.00;0.15; ;1.0;252;0.71;2.884;57.3;0;0;0;8;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Two Handed Clubber (Hit);0; ;One Handed Clubber (Dmg);0; ;Mission;Planet Cyrene 2015.3;Planet Cyrene; 
Meckel & Loch ML-35;Rifle;BLP; ;140.0;3.8;81;0;38;1.6;35.7;4991.5;2.550;1700;19.550;230.00;6.90;7806.00 PED;1.0;8750;12.38;2.880;57.0;0;0;8;73;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
