Name;Class;Type;MF Level;Range;Weight;Damage;Impact Radius;Attacks;Reload;Dmg/sec;Power;Decay;Ammo;Cost;Max.TT;Min.TT;Markup;Eff.Markup;Total Uses;Cost/sec;Dmg/PEC;Efficiency;Stb;Cut;Imp;Pen;Shr;Brn;Cld;Acd;Elc;SIB;Amplifier;Ammo;Concentration;Cooldown;Cooldown Group;Hit Profession;Rec.;Maxed;Damage Profession;Rec.;Maxed;Source;Discovered;Found on;Personal effects
A-3 Justifier Mk. 2, Improved, SGA Edition;Carbine;Laser; ;106.7;3.9;73;0;60;1.0;50.7;5413.4;0.879;1500;15.879;1000.00;30.00; ;1.0;110353;15.88;3.195;82.7;0;0;0;6;0;67;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;10.5.1;Planet Calypso; 
A-3 Justifier Mk. 2, Improved, TWEN Edition;Rifle;Laser; ;104.5;3.9;72; ;67;0.9;55.9;5839.3;0.229;1350;13.729;1000.00;0.00; ;1.0;436682;15.33;3.645;95.0;0;0;0;0;0;0;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);55;65;Ranged Laser (Dmg);55;65;Looted;17.18.1.a;Planet Calypso; 
A-3 Justifier Mk. 2, Modified;Carbine;Laser; ;110.0;3.5;88;0;63;1.0;64.2;7064.0;2.200;1800;20.200;3996.00;119.88; ;1.0;176188;21.21;3.028;68.5;0;0;0;8;0;80;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A-3 Justifier Mk. 2, SGA Edition;Carbine;Laser; ;71.5;3.8;45;0;41;1.5;21.4;1528.0;0.947;1000;10.947;85.00;2.55;150.00 PED;1.0;8707;7.48;2.857;55.4;0;0;0;0;0;0;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A-3 Justifier Mk. 2, TWEN Edition;Carbine;Laser; ;71.5;3.8;43; ;44;1.4;21.9;1567.0;0.414;900;9.414;85.00;0.00; ;1.0;20532;6.90;3.175;75.4;0;0;0;0;0;0;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);15;25;Ranged Laser (Dmg);15;25;Looted;17.18.1;Planet Calypso; 
A-3 Justifier Mk. 3;Carbine;Laser; ;71.5;3.9;49;0;43;1.4;24.4;1745.0;0.850;1100;11.850;108.00;3.24;286.42 PED;1.0;12325;8.49;2.874;56.6;0;0;0;4;0;45;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A-3 Justifier Mk. 3, Improved;Carbine;Laser; ;113.0;3.1;80;0;63;1.0;58.4;6596.9;2.360;1600;18.360;1340.00;40.20; ;1.0;55077;19.28;3.028;68.7;0;0;0;8;0;72;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A-3 Justifier Mk. 4;Carbine;Laser; ;55.0;3.5;63;0;40;1.5;29.2;1605.4;1.220;1400;15.220;145.00;4.35;1100.00 PED;1.0;11529;10.15;2.877;56.8;0;0;0;6;0;57;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A-3 Justifier Mk. 5;Carbine;Laser; ;82.5;3.6;59;0;52;1.2;35.5;2931.9;1.250;1300;14.250;165.00;4.95;1899.41 PED;1.0;12804;12.35;2.878;56.9;0;0;0;5;0;54;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A-3 Justifier Mk. 5, Adjusted;Carbine;Laser; ;88.0;3;61;0;57;1.1;40.3;3544.2;1.560;1300;14.560;670.00;20.10; ;1.0;41661;13.83;2.912;59.4;0;0;0;6;0;55;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A-3 Justifier Mk. 5, Ancient, Adjusted;Carbine;Laser; ;88.0;3;61;0;57;1.1;40.3;3544.2;1.310;1300;14.310;670.00;20.10; ;1.0;49611;13.59;2.963;63.3;0;0;0;6;0;55;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Pregold;;Planet Calypso; 
A-3 Justifier Mk. 5, Mentor Edition;Carbine;Laser; ;88.0;3.6;63;0;54;1.1;39.4;3467.8;1.360;1300;14.360;165.00;4.95;6000.00 PED;1.0;11769;12.92;3.049;70.2;0;0;0;6;0;57;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Mentoring;;Planet Calypso; 
A-3 Punisher Mk. 1;Carbine;Laser; ;77.0;3;21;0;32;1.9;7.8;599.4;0.290;500;5.290;30.00;0.90;19.12 PED;1.0;10035;2.82;2.759;49.2;0;0;0;2;0;19;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A-3 Punisher Mk. 1, Ancient;Carbine;Laser; ;88.0;3;21;0;32;1.9;7.8;685.0; ;500; ;30.00;0.90; ; ; ; ; ;49.2;0;0;0;2;0;19;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Pregold;;Planet Calypso; 
A-3 Punisher Mk. 2;Carbine;Laser; ;77.0;3;26; ;33;1.8;9.9;765.3;0.480;600;6.480;30.00;0.90;27.12 PED;1.0;6063;3.56;2.789;50.2;0;0;0;2;0;24;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A-3 Punisher Mk. 2, SGA Edition;Carbine;Laser; ;77.0;3;28;0;33;1.8;10.7;824.1;0.490;600;6.490;30.00;0.90;499.00 PED;1.0;5939;3.57;2.998;66.1;0;0;0;3;0;25;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A&P Series Brave;Carbine;Laser; ;66.0;3.1;16;0;27;2.2;5.0;330.3;0.060;400;4.060;23.00;0.69; ;1.0;37184;1.83;2.739;47.1;0;0;0;1;0;15;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A&P Series Brave, Ancient;Carbine;Laser; ;88.0;3.1;16; ;27;2.2;5.0;440.4; ;400; ;23.00;0.69; ; ; ; ; ;47.1;0;0;0;1;0;15;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Pregold;;Planet Calypso; 
A&P Series Brave, Mentor Edition;Carbine;Laser; ;77.0;3.5;18;0;30;2.0;6.3;481.6;0.300;400;4.300;23.00;0.69; ;1.0;7437;2.15;2.909;59.2;0;0;0;1;0;17;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Mentoring;;Planet Calypso; 
A&P Series Freedom;Carbine;Laser; ;66.0;3.5;34;0;35;1.7;13.8;909.8;0.440;800;8.440;59.00;1.77; ;1.0;13007;4.92;2.800;51.3;0;0;0;3;0;31;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A&P Series Hero;Carbine;Laser; ;66.0;3.4;30;0;35;1.7;12.2;802.7;0.500;700;7.500;45.00;1.35; ;1.0;8731;4.38;2.780;50.7;0;0;0;3;0;27;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A&P Series Hero, Adjusted;Carbine;Laser; ;88.0;3.7;44; ;46;1.3;23.4;2063.1;0.280;1000;10.280;450.00;13.50;5266.00 PED;1.0;155893;7.88;2.975;64.3;0;0;0;4;0;40;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A&P Series Hero, Adjusted, SGA Edition;Carbine;Laser; ;88.0;3.7;46; ;46;1.3;24.5;2156.9;0.747;1000;10.747;450.00;13.50; ;1.0;58434;8.24;2.975;64.3;0;0;0;5;0;41;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A&P Series Hero, Adjusted, TWEN Edition;Carbine;Laser; ;88.0;3.7;44; ;51;1.2;26.0;2287.4;0.252;900;9.252;450.00;0.00;28500.00 PED;1.0;178572;7.86;3.305;84.2;0;0;0;0;0;0;0;0;0; ;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);20;30;Ranged Laser (Dmg);20;30;Looted;17.18.1;Planet Calypso; 
A&P Series Hero, Ancient;Carbine;Laser; ;88.0;3.4;30;0;35;1.7;12.2;1070.3;0.500;700;7.500;45.00;1.35; ;1.0;8731;4.38;2.780;50.7;0;0;0;3;0;27;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Pregold;;Planet Calypso; 
A&P Series King;Carbine;Laser; ;71.5;3.6;32;0;32;1.9;11.9;848.1;0.490;800;8.490;47.00;1.41; ;1.0;9305;4.53;2.620;38.3;0;0;0;3;0;29;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
A&P Series Mayhem BC-30, Modified;Carbine;BLP; ;60.5;2.9;38; ;67;0.9;29.5;1784.2;0.603;743;8.033;45.00;0.0041; ;1.0;7463;8.97;3.288;80.5;0;0;9;29;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);20;30;Ranged BLP (Dmg);20;30;Mayhem Token Trader;15.15.5;Planet Calypso; 
A&P Series Mayhem BC-30, Modified (L);Carbine;BLP; ;60.5;2.9;38;0;67;0.9;29.5;1784.2;0.603;743;8.033;90.00;2.70; ;1.0;14478;8.97;3.288;80.5;0;0;9;29;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);20;30;Ranged BLP (Dmg);20;30;Looted;15.15.6;Planet Calypso; 
A&P Series Mayhem BC-80, Augmented;Carbine;BLP; ;60.5;2.9;93.3;0;67;0.9;72.4;4380.7;1.422;1754;18.962;145.00;4.35; ;1.0;9891;21.17;3.420;88.0;0;0;23.6;69.7;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);70;80;Ranged BLP (Dmg);70;80;Mayhem Token Trader;;Planet Calypso; 
A&P Series Mayhem BC-80, Augmented (L);Carbine;BLP; ;60.5;2.9;93.3; ;67;0.9;72.4;4380.7;1.422;1754;18.962;290.00;8.70;249.00%;1.0;19782;21.17;3.420;88.0;0;0;23.6;69.7;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);70;80;Ranged BLP (Dmg);70;80;Looted;15.15.6;Planet Calypso; 
A&P Series Mayhem BP-70, Perfected;Pistol;BLP; ;30.3;2.1;78.7; ;76;0.8;69.3;2099.3;1.175;1448;15.655;125.00;3.75; ;1.0;10320;19.83;3.494;92.5;0;0;26.2;52.5;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);60;70;Ranged BLP (Dmg);60;70;Mayhem Token Trader;;Planet Calypso; 
A&P Series Mayhem BP-70, Perfected (L);Pistol;BLP; ;30.3;2.1;78.7; ;76;0.8;69.3;2099.3;1.175;1448;15.655;250.00;0.00; ;1.0;21277;19.83;3.494;92.5;0;0;26.2;52.5;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);60; ;Ranged BLP (Dmg);60; ;Looted;15.15.6;Planet Calypso; 
A&P Series Mayhem BP-110, Improved;Pistol;BLP; ;27.5;2.1;99; ;68;0.9;78.0;2144.4;1.357;1629;17.647;205.00;0.00;0.00 PED;1.0;15107;20.00;3.899;79.5;0;0;33;66;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);100;110;Ranged BLP (Dmg);100;110;Mayhem Token Trader;;Planet Calypso; 
A&P Series Mayhem BP-110, Improved (L);Pistol;BLP; ;27.5;2.1;99; ;68;0.9;78.0;2144.4;1.357;1629;17.647;410.00;0.00; ;1.0;30214;20.00;3.899;79.5;0;0;33;66;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);100; ;Ranged BLP (Dmg);100; ;Looted;15.15.6;Planet Calypso; 
A&P Series Mayhem BP-130;Pistol;BLP; ;27.5;2.1;109.7;0;68;0.9;86.4;2376.2;1.508;1810;19.608;205.00;0.00; ;1.0;13595;22.22;3.888;65.5;0;0;35.7;74;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);120;130;Ranged BLP (Dmg);120;130;Mayhem Token Trader;;Planet Calypso; 
A&P Series Mayhem LB-40, Improved;Melee;Longblades; ;7.0;1.5;100; ;38;1.6;44.0;308.1;1.577;1944;21.017;85.00;2.55;30000.00 PED;1.0;5229;13.31;3.307;76.5;10;70;10;0;0;10;0;0;0;Yes;Melee Amp;Weapon Cells; ; ; ;Swordsman (Hit);40;50;Swordsman (Dmg);40;50;Mayhem Token Trader;;Planet Calypso; 
A&P Series Mayhem LB-50, Improved (L);Melee;Longblades; ;7.0;1.5;100; ;38;1.6;44.0;308.1;1.577;1944;21.017;170.00;5.10; ;1.0;10457;13.31;3.307;76.5;10;70;10;0;0;10;0;0;0;Yes;Melee Amp;Weapon Cells; ; ; ;Swordsman (Hit);40; ;Swordsman (Dmg);40; ;Looted;15.15.6;Planet Calypso; 
A&P Series Mayhem LP-40, Perfected;Pistol;Laser; ;31.5;1.6;49.3; ;72;0.8;41.1;1295.2;0.745;919;9.935;65.00;0.00; ;1.0;8725;11.92;3.449;91.0;0;0;0;8.4;0;40.9;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);30; ;Ranged Laser (Dmg);30; ;Mayhem Token Trader;15.15.5;Planet Calypso; 
A&P Series Mayhem LP-40, Perfected (L);Pistol;Laser; ;31.5;1.6;49.3; ;72;0.8;41.1;1295.2;0.745;919;9.935;130.00;3.90; ;1.0;16927;11.92;3.449;91.0;0;0;0;8.4;0;40.9;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);30;40;Ranged Laser (Dmg);30;40;Looted;15.15.6;Planet Calypso; 
A&P Series Mayhem LP-100, Modified;Pistol;Laser; ;28.6;1.6;97;0;72;0.8;80.9;2313.7;1.362;1710;18.462;185.00;5.55; ;1.0;13176;22.15;3.652;84.0;0;0;0;20;0;77;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);90;100;Ranged Laser (Dmg);90;100;Mayhem Token Trader;;Planet Calypso; 
A&P Series Mayhem LP-100, Modified (L);Pistol;Laser; ;28.6;1.6;97;0;72;0.8;80.9;2313.7;1.362;1710;18.462;370.00;0.00; ;1.0;27166;22.15;3.652;84.0;0;0;0;20;0;77;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);90; ;Ranged Laser (Dmg);90; ;Looted;15.15.6;Planet Calypso; 
A&P Series Mayhem LP-120;Pistol;Laser; ;28.6;1.6;109;0;65;0.9;82.1;2347.1;1.513;1900;20.513;205.00;0.00; ;1.0;13550;22.22;3.693;65.0;0;0;0;24;0;85;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);110;120;Ranged Laser (Dmg);110; ;Mayhem Token Trader;;Planet Calypso; 
A&P Series Mayhem LP-120, Perfected;Pistol;Laser; ;31.5;1.6;114.6; ;72;0.8;95.6;3010.7;1.406;1900;20.406;205.00;0.00; ;1.0;14581;24.49;3.903;95.0;0;0;0;25.4;0;89.2;0;0;0;Yes;Energy Amp;Universal Ammo; ; ; ;Laser Pistoleer (Hit);110;120;Ranged Laser (Dmg);110;120;Mayhem;;Planet Calypso; 
A&P Series Mayhem LR-20, Adjusted;Rifle;Laser; ;85.8;3.9;35;0;48;1.3;19.5;1669.7;0.620;764;8.260;25.00;0.75; ;1.0;3912;6.61;2.945;70.0;0;0;0;5;0;30;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);10; ;Ranged Laser (Dmg);10; ;Mayhem Token Trader;;Planet Calypso; 
A&P Series Mayhem LR-20, Adjusted (L);Rifle;Laser; ;85.8;3.9;35;0;48;1.3;19.5;1669.7;0.620;764;8.260;50.00;1.50; ;1.0;7823;6.61;2.945;70.0;0;0;0;5;0;30;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);10; ;Ranged Laser (Dmg);10; ;Looted;15.15.6;Planet Calypso; 
A&P Series Mayhem LR-60, Augmented;Rifle;Laser; ;85.8;3.9;98.4;0;53;1.1;60.4;5183.1;1.509;1861;20.119;105.00;0.00;160000.00 PED;1.0;6959;17.77;3.399;87.0;0;0;0;16.4;0;82;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);50;60;Ranged Laser (Dmg);50;60;Mayhem Token Trader;;Planet Calypso; 
A&P Series Mayhem LR-60, Augmented (L);Rifle;Laser; ;85.8;3.9;98.4;0;53;1.1;60.4;5183.1;1.509;1861;20.119;210.00;6.30; ;1.0;13500;17.77;3.399;87.0;0;0;0;16.4;0;82;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);50;55;Ranged Laser (Dmg);50;55;Looted;15.15.6;Planet Calypso; 
A&P Series Mayhem SB-90, Adjusted;Melee;Shortblades; ;5.0;0.8;77.6;0;76;0.8;68.3;341.6;1.314;1623;17.544;165.00;4.95; ;1.0;12179;22.22;3.074;73.5;62;7.8;0;0;0;7.8;0;0;0;Yes;Melee Amp;Weapon Cells; ; ; ;Knifefighter (Hit);80; ;Knifefighter (Dmg);80; ;Mayhem Token Trader;;Planet Calypso; 
A&P Series Mayhem SB-90, Adjusted (L);Melee;Shortblades; ;5.0;0.8;77.6;0;76;0.8;68.3;341.6;1.315;1623;17.545;330.00;9.90; ;1.0;24343;22.22;3.074;73.5;62;7.8;0;0;0;7.8;0;0;0;Yes;Melee Amp;Weapon Cells; ; ; ;Knifefighter (Hit);80; ;Knifefighter (Dmg);80; ;Looted;15.15.6;Planet Calypso; 
A.R.C. Fire Starter (L);Flamethrower;BLP; ;13.2;3;28; ;74;0.8;24.0;316.8;3.409;325;6.659;440.00;0.00; ;1.0;12908;8.21;2.922;60.5;0;0;0;0;0;28;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);17;21;Ranged BLP (Dmg);17;21;Crafted;17.4.2;Planet Cyrene;Burn 50% of damage for 4 sec
A.R.C. Improved Fire Breather (L);Flamethrower;BLP; ;16.5;3;9; ;83;0.7;8.7;142.8;0.100;232;2.420;5.00;0.15; ;1.0;4850;3.35;2.585; ;0;0;0;0;0;9;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);3.8; ;Ranged BLP (Dmg);3.8; ;Old Time Imperium Token Trader;;Planet Cyrene; 
