Name;Class;Type;MF Level;Range;Weight;Damage;Impact Radius;Attacks;Reload;Dmg/sec;Power;Decay;Ammo;Cost;Max.TT;Min.TT;Markup;Eff.Markup;Total Uses;Cost/sec;Dmg/PEC;Efficiency;Stb;Cut;Imp;Pen;Shr;Brn;Cld;Acd;Elc;SIB;Amplifier;Ammo;Concentration;Cooldown;Cooldown Group;Hit Profession;Rec.;Maxed;Damage Profession;Rec.;Maxed;Source;Discovered;Found on;Personal effects
Fire Forge BGH 4400M, Modified;Rifle;Laser; ;150.0;4.7;129;0;25;2.4;37.4;5603.4;1.250;2800;29.250;10000.00;300.00; ;1.0;776000;12.19;3.065;71.5;0;0;0;12;0;117;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
Fire Forge DAR 9300;Rifle;Laser; ;135.0;5.6;76; ;29;2.1;25.5;3446.5;1.350;1700;18.350;134.00;4.02;8750.00 PED;1.0;9629;8.87;2.878;56.9;0;0;0;7;0;69;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
Fire Forge DAR 9300, Modified;Rifle;Laser; ;155.0;5.6;155;0;35;1.7;62.8;9740.1;17.000;2000;37.000;15000.00;450.00; ;1.0;85589;21.58;2.911;59.4;0;0;0;15;0;140;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
Fire Forge DAR 9300, SGA Edition;Rifle;Laser; ;135.0;5.6;78; ;30;2.0;27.1;3659.2;1.833;1700;18.833;134.00;4.02; ;1.0;7092;9.42;2.878;56.9;0;0;0;8;0;70;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
Fire Forge DAR 9300, TWEN Edition;Rifle;Laser; ;135.0;5.6;76; ;32;1.9;28.2;3803.0;1.215;1530;16.515;134.00;0.00; ;1.0;11029;8.81;3.198;76.9;0;0;0;7;0;69;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);20;30;Ranged Laser (Dmg);20;30;Event;17.18.1; ; 
Fireforge FF39 (L);Carbine;Laser; ;64.9;3.2;89; ;42;1.4;43.3;2810.1; ;1800; ;230.00; ; ; ; ; ; ; ;0;0;0;18;0;71;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);39; ;Ranged Laser (Dmg);39; ;Crafted;;Planet Calypso; 
Fireforge FF43 (L);Carbine;Laser; ;68.2;3.2;89; ;45;1.3;46.4;3163.9;3.430;1800;21.430;240.00;7.20;0.00%;1.0;6788;16.07;2.886;57.5;0;0;0;18;0;71;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);43; ;Ranged Laser (Dmg);43; ;Crafted;Planet Calypso 2012.6;Planet Calypso; 
Fireforge FF53E (L);Carbine;Laser; ;70.4;3.2;124; ;37;1.6;53.1;3741.4;4.900;2510;30.000;268.00;8.04;133.00%;1.0;5306;18.50;2.873;56.5;0;0;0;10;0;99;0;0;15;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);53; ;Ranged Laser (Dmg);53; ;Crafted;14.4.2;Planet Calypso; 
Fireforge FF61 (L);Carbine;Laser; ;62.7;3.2;110; ;45;1.3;57.3;3595.1; ;2220; ;278.00; ; ; ; ; ; ; ;0;0;0;30;0;80;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);61; ;Ranged Laser (Dmg);61; ;Crafted;;Planet Calypso; 
Fireforge FF66 (L);Carbine;Laser; ; ;3.2;104; ;50;1.2;60.2; ; ; ; ;302.00; ; ; ; ; ; ; ;0;0;0;25;0;79;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);66; ;Ranged Laser (Dmg);66; ;Crafted;;Planet Calypso; 
Fireforge FF76 (L);Carbine;Laser; ; ;3.2;135; ;42;1.4;65.7; ; ; ; ;360.00; ; ; ; ; ; ; ;0;0;0;30;0;105;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);76; ;Ranged Laser (Dmg);76; ;Crafted;;Planet Calypso; 
Fire Forge RAR 9900, Mentor Edition;Rifle;Laser; ;140.0;7;98;0;24;2.5;27.2;3814.2;6.000;2000;26.000;168.00;5.04; ;1.0;2717;10.40;2.620;43.3;0;0;0;9;0;89;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Mentoring;;Planet Calypso; 
Fire Forge SGH 2200;Rifle;Laser; ;120.0;4.5;38; ;21;2.9;9.2;1109.2;0.600;900;9.600;75.00;2.25; ;1.0;12125;3.36;2.751;47.9;0;0;0;3;0;35;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
Fire Forge SGH 2200, Ancient;Rifle;Laser; ;120.0;4.5;38;0;21;2.9;9.2;1109.2; ;900; ;75.00;2.25; ; ; ; ; ;47.9;0;0;0;3;0;35;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Pregold;;Planet Calypso; 
Fire Forge SGH 2200, Mentor Edition;Rifle;Laser; ;116.0;5;42; ;22;2.7;10.7;1241.5;1.370;900;10.370;75.00;2.25; ;1.0;5311;3.80;2.815;49.9;0;0;0;4;0;38;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Mentoring;;Planet Calypso; 
Fire Forge SGH 2200M;Rifle;Laser; ;115.0;4.5;43;0;20;3.0;10.0;1145.6;0.680;1000;10.680;80.00;2.40; ;1.0;11412;3.56;2.798;51.2;0;0;0;4;0;39;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso; 
Fire Forge SGH 2200M, Ancient;Rifle;Laser; ;130.0;4.5;43;0;20;3.0;10.0;1295.0; ;1000; ;80.00;2.40; ; ; ; ; ;51.2;0;0;0;4;0;39;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Pregold;;Planet Calypso; 
Fire Of Hel (L);Mounted;BLP; ;170.0;5.8;149;0;46.15;1.3;79.7;13540.7;0.000;3659;36.590;30.00;0.90; ;1.0;-2147483648;28.14;2.830;53.4;0;0;32;117;0;0;0;0;0;Yes; ;BLP Pack; ; ; ;;0; ;Ranged BLP (Dmg);0; ;Crafted;11.5.0;Planet Calypso; 
Fire Sword (L);Melee;Longblades; ;12.0;0.1;73;0;44;1.4;37.2;446.5; ;0; ;628.00;18.84; ; ; ; ; ;59.8;59;0;14;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);30; ;Swordsman (Dmg);30; ;Looted;15.4;Secret Island; 
Flamethrower (FA) (L);Flamethrower;BLP; ;27.5;30;20; ;61;1.0;14.1;388.6; ;385; ;0.50;0.015; ; ; ; ; ;56.0;0;0;0;0;0;20;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0; ;Ranged BLP (Dmg);0; ;Mission;12.1.3;Hunt The THING; 
Force Mace Assail;Melee;Clubs; ;5.0;1.1;37; ;34;1.8;14.6;72.9;9.062;0;9.062;2576.00;77.28;1200.00 PED;1.0;27574;5.14;2.838;54.0;0;0;7;0;0;30;0;0;0;Yes;Melee Amp;; ; ; ;One Handed Clubber (Hit);6;12;One Handed Clubber (Dmg);6;12;Crafted;;Planet Calypso; 
Force Mace Assail (L);Melee;Clubs; ;5.0;0.8;37;0;34;1.8;14.6;72.9;9.000;0;9.000;182.00;5.46; ;1.0;1962;5.10;2.857;57.0;0;0;7;0;0;30;0;0;0;Yes;Melee Amp;; ; ; ;One Handed Clubber (Hit);6;11;One Handed Clubber (Dmg);6;11;Crafted;;Planet Calypso; 
Force Mace Attack (L);Melee;Clubs; ;6.0;1.2;89;0;42;1.4;43.3;259.8; ;0; ;563.00;16.89; ; ; ; ; ; ;0;0;23;0;0;63;0;0;0;Yes;Melee Amp;; ; ; ;One Handed Clubber (Hit);29; ;One Handed Clubber (Dmg);29; ;Looted;;Planet Calypso; 
Force Mace Basher;Melee;Clubs; ;5.0;0.8;49; ;39;1.5;22.1;110.7;11.814;0;11.814;4952.00;148.56;40000.00 PED;1.0;40659;7.68;2.883;57.2;0;0;8;0;0;41;0;0;0;Yes;Melee Amp;; ; ; ;One Handed Clubber (Hit);12;17;One Handed Clubber (Dmg);12;17;Crafted;9.3.5;Planet Calypso; 
Force Mace Basher (L);Melee;Clubs; ;5.0;0.8;49;0;39;1.5;22.1;110.7;11.600;0;11.600;204.00;6.12; ;1.0;1706;7.54;2.936;60.4;0;0;8;0;0;41;0;0;0;Yes;Melee Amp;; ; ; ;One Handed Clubber (Hit);12;17;One Handed Clubber (Dmg);12;17;Crafted;;Planet Calypso; 
Force Mace Basher, Adapted (L);Melee;Clubs; ;7.0;0.6;69;0;54;1.1;43.2;302.1;16.630;0;16.630;1012.00;30.36; ;1.0;5903;14.97;2.884;57.3;0;0;11;0;0;58;0;0;0;Yes;Melee Amp;; ; ; ;One Handed Clubber (Hit);23;29.5;One Handed Clubber (Dmg);23;29.5;Crafted;;Planet Calypso; 
Force Mace Clobber;Melee;Clubs; ;5.0;0.8;61; ;42;1.4;29.7;148.4;14.674;0;14.674;5744.00;172.32; ;1.0;37970;10.27;2.889;57.7;0;0;9;0;0;52;0;0;0;Yes;Melee Amp;; ; ; ;One Handed Clubber (Hit);14;20;One Handed Clubber (Dmg);14;20;Crafted;9.3.6;Planet Calypso; 
Force Mace Clobber (L);Melee;Clubs; ;5.0;0.8;61;0;42;1.4;29.7;148.4;14.462;0;14.462;267.00;8.01; ;1.0;1791;10.12;2.931;60.9;0;0;9;0;0;52;0;0;0;Yes;Melee Amp;; ; ; ;One Handed Clubber (Hit);14;20;One Handed Clubber (Dmg);14;20;Crafted;;Planet Calypso; 
Forest Sword (L);Melee;Longblades; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ;; ; ; ;; ; ;; ; ;Looted;15.6;Secret Island; 
FreanD Alpha BLP Pistol;Pistol;BLP; ;33.0;1.3;16;0;35;1.7;6.5;214.1;0.060;400;4.060;27.00;0.81; ;1.0;43651;2.37;2.739;47.1;0;0;1;15;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
FreanD Alpha BLP Pistol, Mentor Edition;Pistol;BLP; ;38.5;1;17;0;39;1.5;7.7;295.7;0.200;400;4.200;27.00;0.81; ;1.0;13095;2.73;2.813;52.2;0;0;1;16;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);0;100;Ranged BLP (Dmg);0;100;Mentoring;;Planet Calypso; 
FreanD Alpha BLP Pistol, SGA Edition;Pistol;BLP; ;44.0;1.3;19;0;35;1.7;7.7;338.9;0.821;400;4.821;27.00;0.81; ;1.0;3191;2.81;2.739;47.1;0;0;1;18;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit); ; ;Ranged BLP (Dmg); ; ;Looted;10.0.14;Planet Calypso; 
FreanD Beta BLP Pistol;Pistol;BLP; ;33.0;1.4;24;0;35;1.7;9.7;321.1;2.050;400;6.050;87.00;2.61; ;1.0;4117;3.53;2.757;48.3;0;0;2;22;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
FreanD Beta BLP Pistol, SGA Edition;Pistol;BLP; ;36.3;1.4;26;0;35;1.7;10.5;382.6;2.554;400;6.554;87.00;2.61; ;1.0;3305;3.82;2.757;48.3;0;0;3;23;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
FreanD Delta BLP Pistol;Pistol;BLP; ;33.0;2;44;0;67;0.9;34.1;1126.9;3.500;700;10.500;145.00;4.35; ;1.0;4019;11.73;2.912;59.5;0;0;4;40;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
FreanD Delta BLP Pistol, SGA Edition;Pistol;BLP; ;33.0;2;47;0;67;0.9;36.5;1203.7;4.217;700;11.217;145.00;4.35; ;1.0;3336;12.53;2.912;59.4;0;0;5;42;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
FreanD Epsilon BLP Pistol;Pistol;BLP; ;29.7;2;49;0;68;0.9;38.6;1146.3;4.320;800;12.320;157.00;4.71; ;1.0;3526;13.96;2.764;48.8;0;0;4;45;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
FreanD Gamma BLP Pistol;Pistol;BLP; ;33.0;1.8;31;0;46;1.3;16.5;545.1;2.700;500;7.700;101.00;3.03; ;1.0;3629;5.90;2.798;51.9;0;0;3;28;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
FreanD Gamma BLP Pistol, SGA Edition;Pistol;BLP; ;39.6;1.8;33; ;46;1.3;17.6;696.3; ;500; ;101.00;3.03; ; ; ; ; ;51.9;0;0;3;30;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
Functional Slicer (L);Melee;Longblades; ;7.0;0.1;17; ;44;1.4;8.7;60.7;4.100;0;4.100;8.00;0.24;250.00%;1.0;190;3.01;2.882;56.8;0;17;0;0;0;0;0;0;0;Yes;No;; ; ; ;Swordsman (Hit);3.5; ;Swordsman (Dmg);3.5; ;Crafted;12.4.3;Next Island; 
Fusil Arabesque;Carbine;Laser; ;66.0;4;49;0;42;1.4;23.8;1573.3;1.500;1100;12.500;132.00;3.96; ;1.0;8536;8.75;2.724;46.1;0;0;0;4;0;45;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Crafted;;Planet Calypso; 
Fusil Charade;Carbine;Laser; ;71.5;4;51;0;41;1.5;24.2;1731.8;1.800;1100;12.800;164.00;4.92; ;1.0;8838;8.75;2.769;49.2;0;0;0;5;0;46;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Crafted;;Planet Calypso; 
Garys Pistol MK I (L);Pistol;Laser; ;17.8;2.1;102;0;51;1.2;60.3;1072.6; ;2284; ;224.00; ; ; ; ; ; ;49.5;0;0;0;30;0;72;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);45; ;Ranged Laser (Dmg);45; ;Looted;15.11.2;ROCKtropia; 
Genesis ArcSpark;Melee;Shortblades; ;5.0;0.3;59; ;70;0.9;47.8;239.2;14.160;0;14.160;1486.00;44.58;15000.00 PED;1.0;10180;16.52;2.896;58.2;28;8;0;0;0;0;0;0;23;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);50;55;Knifefighter (Dmg);50;55;Looted;Planet Calypso 2013.1;Planet Calypso; 
Genesis ArcSpark (L);Melee;Shortblades; ;5.0;0.3;59; ;70;0.9;47.8;239.2;14.160;0;14.160;186.00;5.58;103.00%;1.0;1275;16.52;2.896;58.2;28;8;0;0;0;0;0;0;23;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);45; ;Knifefighter (Dmg);45; ;Looted;Planet Calypso 2012.5.1;Planet Calypso; 
Genesis Bifrost;Melee;Shortblades; ;4.0;0.8;115; ;49;1.2;65.3;261.1;27.661;0;27.661;23168.00;695.04; ;1.0;81245;22.59;2.889;57.7;23;34;0;0;0;0;58;0;0;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);58; ;Knifefighter (Dmg);58; ;Looted;9.4.4;Planet Calypso; 
Genesis Bifrost (L);Melee;Shortblades; ;4.0;0.8;115;0;49;1.2;65.3;261.1; ;0; ;274.00;8.22; ; ; ; ; ;60.4;23;34;0;0;0;0;58;0;0;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);58; ;Knifefighter (Dmg);58; ;Looted;;Planet Calypso; 
Genesis Blizzard (L);Melee;Longblades; ;7.0;1.6;148; ;30;2.0;51.4;360.0;35.330;0;35.330;290.00;8.70; ;1.0;797;17.67;2.911;59.4;9;42;0;0;0;38;59;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);50; ;Swordsman (Dmg);50; ;Looted;;Planet Calypso; 
Genesis Corroder (L);Melee;Shortblades; ;5.0;0.3;57; ;67;0.9;44.2;221.2;13.700;0;13.700;159.00;4.77; ;1.0;1126;15.30;2.892;57.9;28;7;0;0;0;0;0;22;0;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);40;45;Knifefighter (Dmg);40;45;Looted;;Planet Calypso; 
Genesis Corroder, MM Edition (L);Melee;Shortblades; ;5.0;0.3;57;0;67;0.9;44.2;221.2;0.009;1369;13.699;1.00;0.03; ;1.0;10778;15.30;2.892;57.9;28;7;0;0;0;0;0;22;0;Yes;Melee Amp;Weapon Cells; ; ; ;Knifefighter (Hit);40;45;Knifefighter (Dmg);40;45;Looted;12.10.1;Planet Calypso; 
Genesis Dragons Breath;Melee;Longblades; ;5.0;1.2;121; ;34;1.8;47.7;238.3;29.052;0;29.052;13664.00;409.92; ;1.0;45622;16.46;2.895;58.1;24;36;0;0;0;61;0;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);34;38;Swordsman (Dmg);34;38;Looted;;Planet Calypso; 
Genesis Dragons Breath (L);Melee;Longblades; ;5.0;1.2;121;0;34;1.8;47.7;238.3;28.675;0;28.675;287.00;8.61; ;1.0;971;16.25;2.933;61.0;24;36;0;0;0;61;0;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);34;38;Swordsman (Dmg);34;38;Looted;9.3;Planet Calypso; 
Genesis Firefly;Melee;Shortblades; ;4.0;0.8;90; ;45;1.3;46.9;187.6;21.676;0;21.676;13664.00;409.92; ;1.0;61147;16.26;2.886;57.5;18;27;0;0;0;45;0;0;0;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);34;38;Knifefighter (Dmg);34;38;Looted;;Planet Calypso; 
Genesis Firefly (L);Melee;Shortblades; ;4.0;0.8;90;0;45;1.3;46.9;187.6;21.700;0;21.700;214.00;6.42;101.00%;1.0;957;16.28;2.882;60.1;18;27;0;0;0;45;0;0;0;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);34;38;Knifefighter (Dmg);34;38;Looted;9.3;Planet Calypso; 
Genesis Flash-Freeze (L);Melee;Longblades; ;7.0;1.6;199;0;29;2.1;66.8;467.9;46.900;0;46.900;405.00;12.15; ;1.0;838;22.67;2.949;62.2;15;110;0;0;0;0;74;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);80; ;Swordsman (Dmg);80; ;Looted;12.9;Planet Calypso; 
Genesis Formacida (L);Melee;Longblades; ;7.0;1.6;203;0;25;2.4;58.8;411.5;48.180;0;48.180;360.00;10.80; ;1.0;725;20.08;2.928;60.7;15;109;0;0;0;0;0;79;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);65; ;Swordsman (Dmg);65; ;Looted;12.8.1;Planet Calypso; 
Genesis Globstrosity (L);Melee;Longblades; ;7.0;1.6;228; ;24;2.5;63.4;443.7;53.880;0;53.880;400.00;12.00; ;1.0;721;21.55;2.941;61.6;18;119;0;0;0;0;0;91;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);75; ;Swordsman (Dmg);75; ;Looted;Planet Calypso 2012.5.1;Planet Calypso; 
Genesis High-Tension Resolver;Melee;Shortblades; ;4.0;0.8;108; ;48;1.3;60.0;240.2;26.024;0;26.024;20000.00;600.00; ;1.0;74547;20.82;2.884;57.4;22;32;0;0;0;0;0;0;54;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);50; ;Knifefighter (Dmg);50;54.8;Looted;9.3.8;Planet Calypso; 
Genesis High-Tension Resolver (L);Melee;Shortblades; ;4.0;0.8;108;0;48;1.3;60.0;240.2;25.712;0;25.712;258.00;7.74; ;1.0;974;20.57;2.919;60.0;22;32;0;0;0;0;0;0;54;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);50; ;Knifefighter (Dmg);50; ;Looted;;Planet Calypso; 
Genesis Icerage (L);Melee;Longblades; ;7.0; ;106; ;30;2.0;36.8;257.8;25.500;0;25.500;192.00;5.76; ;1.0;731;12.75;2.889;57.7;6;58;0;0;0;0;42;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);30; ;Swordsman (Dmg);30; ;Looted;Planet Calypso 2012.5.1;Planet Calypso; 
Genesis Icerage, E.L.M Edition (L);Melee;Longblades; ;7.0;1.6;106; ;30;2.0;36.8;257.8;0.011;2548;25.491;1.00;0.03;3100.00%;1.0;8819;12.75;2.890;57.8;6;58;0;0;0;0;42;0;0;Yes;Melee Amp;Weapon Cells; ; ; ;Swordsman (Hit);30;35;Swordsman (Dmg);30;35;Looted;;Planet Calypso; 
Genesis Icerage, MM Edition (L);Melee;Longblades; ;7.0;1.6;106;0;30;2.0;36.8;257.8;0.011;2548;25.491;1.00;0.03;8000.00%;1.0;8819;12.75;2.890;57.8;6;58;0;0;0;0;42;0;0;Yes;Melee Amp;Weapon Cells; ; ; ;Swordsman (Hit);30; ;Swordsman (Dmg);30; ;Looted;12.10.1;Planet Calypso; 
Genesis Icicle (L);Melee;Shortblades; ;5.0;0.3;53; ;66;0.9;40.5;202.6;12.785;0;12.785;140.00;4.20; ;1.0;1063;14.06;2.881;57.1;26;6;0;0;0;0;21;0;0;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);35; ;Knifefighter (Dmg);35; ;Looted;Planet Calypso 2012.5.1;Planet Calypso; 
