Name;Class;Type;MF Level;Range;Weight;Damage;Impact Radius;Attacks;Reload;Dmg/sec;Power;Decay;Ammo;Cost;Max.TT;Min.TT;Markup;Eff.Markup;Total Uses;Cost/sec;Dmg/PEC;Efficiency;Stb;Cut;Imp;Pen;Shr;Brn;Cld;Acd;Elc;SIB;Amplifier;Ammo;Concentration;Cooldown;Cooldown Group;Hit Profession;Rec.;Maxed;Damage Profession;Rec.;Maxed;Source;Discovered;Found on;Personal effects
Chikara Hanyo (L);Melee;Power Fist; ;5.0;0.5;93; ;67;0.9;72.2;360.9; ; ; ;1780.00;53.40; ; ; ; ; ;63.5;37;34;0;0;0;0;0;0;22;Yes;Melee Amp;; ; ; ;Brawler (Hit);64; ;Brawler (Dmg);64; ;Crafted;;Planet Calypso; 
Chikara Mizuchi (L);Melee;Power Fist; ;5.0;0.5;84;0;67;0.9;65.2;326.0;20.000;0;20.000;1600.00;48.00; ;1.0;7760;22.33;2.919;60.0;33;30;0;0;0;0;0;0;21;Yes;Melee Amp;; ; ; ;Brawler (Hit);57; ;Brawler (Dmg);57; ;Crafted;12.5.7;Planet Calypso; 
Chikara Mudra Mk. 1 (L);Melee;Power Fist; ;3.0;0.5;5; ;67;0.9;3.9;11.6;1.200;0;1.200;10.00;0.30; ;1.0;809;1.34;2.896;58.2;0;0;2;0;0;0;0;0;3;Yes;Melee Amp;; ; ; ;Brawler (Hit);0;4;Brawler (Dmg);0;4;Looted;11.9.4;Planet Calypso; 
Chikara Mudra Mk. 2 (L);Melee;Power Fist; ;3.0;0.5;8; ;67;0.9;6.2;18.6;1.950;0;1.950;15.00;0.45; ;1.0;747;2.18;2.851;54.9;0;0;4;0;0;0;0;0;4;Yes;Melee Amp;; ; ; ;Brawler (Hit);0.4;6;Brawler (Dmg);0.4;6;Looted;11.9.4;Planet Calypso; 
Chikara Oni-Go (L);Pistol;Laser; ;33.0;0.9;14; ;74;0.8;12.0;396.0;0.330;310;3.430;24.00;0.72; ;1.0;7055;4.23;2.837;53.9;0;0;0;5;0;9;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);6;10;Ranged Laser (Dmg);6;10;Looted;;Planet Calypso; 
Chikara Oni-Go, CDF Edition (L);Pistol;Laser; ;33.0;0.9;14; ;74;0.8;12.0;396.0;0.002;343;3.432;0.40;0.00; ;1.0;20000;4.23;2.835;53.8;0;0;0;5;0;9;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);4; ;Ranged Laser (Dmg);4; ;Daily Token Trader;;Planet Calypso; 
Chikara Oni-Ichi (L);Pistol;Laser; ;26.4;0.9;4;0;74;0.8;3.4;90.5;0.090;89;0.980;5.70;0.171; ;1.0;6144;1.21;2.837;52.9;0;0;0;2;0;2;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);1;2;Ranged Laser (Dmg);1;2;Looted;;Planet Calypso; 
Chikara Oni-Ichi, CDF Edition (L);Pistol;Laser; ;26.4;0.9;4; ;74;0.8;3.4;90.5;0.001;98;0.981;0.20;0.00; ;1.0;20000;1.21;2.834;53.7;0;0;0;2;0;2;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);0.5; ;Ranged Laser (Dmg);0.5; ;Daily Token Trader;;Planet Calypso; 
Chikara Oni-Ni (L);Pistol;Laser; ;28.6;0.9;6; ;67;0.9;4.7;133.2;0.196;128;1.476;13.40;0.40;143.00%;1.0;6633;1.65;2.825;53.1;0;0;0;2;0;4;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);2;3;Ranged Laser (Dmg);2;3;Looted;;Planet Calypso; 
Chikara Oni-Ni, CDF Edition (L);Pistol;Laser; ;28.6;0.9;6; ;67;0.9;4.7;133.2;0.001;147;1.471;0.20;0.00; ;1.0;20000;1.64;2.835;53.8;0;0;0;2;0;4;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);1.5; ;Ranged Laser (Dmg);1.5; ;Daily Token Trader;;Planet Calypso; 
Chikara Oni-Roku (L);Pistol;Laser; ;37.4;0.9;16; ;77;0.8;14.3;533.7;0.435;348;3.915;32.00;0.96; ;1.0;7136;5.02;2.840;54.2;0;0;0;6;0;10;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);8; ;Ranged Laser (Dmg);8; ;Looted;;Planet Calypso; 
Chikara Oni-Roku, CDF Edition (L);Pistol;Laser; ;37.4;0.9;16; ;77;0.8;14.3;533.7;0.002;391;3.912;0.40;0.00; ;1.0;20000;5.02;2.843;54.3;0;0;0;6;0;10;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);6; ;Ranged Laser (Dmg);6; ;Daily Token Trader;;Planet Calypso; 
Chikara Oni-Roku, E.L.M Edition (L);Pistol;Laser; ;37.4;0.9;16; ;77;0.8;14.3;533.7;0.009;390;3.909;1.00;0.03;550.00%;1.0;10778;5.02;2.845;54.5;0;0;0;6;0;10;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);8;10;Ranged Laser (Dmg);8;10;Looted;;Planet Calypso; 
Chikara Oni-Roku, MM Edition (L);Pistol;Laser; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit); ; ;Ranged Laser (Dmg); ; ;Looted;12.10.1;Planet Calypso; 
Chikara Oni-San (L);Pistol;Laser; ;35.2;0.9;7;0;74;0.8;6.0;211.2;0.250;147;1.720;18.00;0.54;105.00%;1.0;6984;2.12;2.828;53.3;0;0;0;3;0;4;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);3;5;Ranged Laser (Dmg);3;5;Looted;;Planet Calypso; 
Chikara Oni-San, CDF Edition (L);Pistol;Laser; ;35.2;0.9;7; ;74;0.8;6.0;211.2;0.001;172;1.721;0.20;0.00; ;1.0;20000;2.12;2.827;53.2;0;0;0;3;0;4;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);1.5; ;Ranged Laser (Dmg);1.5; ;Daily Token Trader;;Planet Calypso; 
Chikara Oni-Shi (L);Pistol;Laser; ;41.8;0.9;11;0;67;0.9;8.5;356.8;0.270;243;2.700;20.00;0.60;115.00%;1.0;7186;3.02;2.831;53.5;0;0;0;4;0;7;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);4;6;Ranged Laser (Dmg);4;6;Looted;;Planet Calypso; 
Chikara Oni-Shi, CDF Edition (L);Pistol;Laser; ;41.8;0.9;11; ;67;0.9;8.5;356.8;0.002;270;2.702;0.40;0.00; ;1.0;20000;3.02;2.829;53.4;0;0;0;4;0;7;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);3; ;Ranged Laser (Dmg);3; ;Daily Token Trader;;Planet Calypso; 
Chikara Oni-Shichi (L);Pistol;Laser; ;30.8;0.9;20;0;74;0.8;17.1;528.0;0.500;439;4.890;39.00;1.17; ;1.0;7567;6.03;2.843;54.3;0;0;0;8;0;12;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);10; ;Ranged Laser (Dmg);10; ;Looted;;Planet Calypso; 
Chikara Oni-Shichi, CDF Edition (L);Pistol;Laser; ;30.8;0.9;20; ;74;0.8;17.1;528.0;0.002;489;4.892;0.40;0.00; ;1.0;20000;6.03;2.841;54.2;0;0;0;8;0;12;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);8;10;Ranged Laser (Dmg);8;10;Daily Token Trader;;Planet Calypso; 
Chikara Vamachara Mk. 1 (L);Carbine;Laser; ;52.8;2;7; ;51;1.2;4.1;218.3;0.380;130;1.680;3.00;0.09; ;1.0;766;1.43;2.896;58.2;0;0;0;0;0;4;0;0;3;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;2;Ranged Laser (Dmg);0;2;Looted;11.9.4;Planet Calypso; 
Chikara Vamachara Mk. 2 (L);Carbine;Laser; ;47.3;2;10; ;51;1.2;5.9;279.4;0.510;190;2.410;3.20;0.096; ;1.0;609;2.05;2.884;57.3;0;0;0;0;0;5;0;0;5;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);1.2; ;Ranged Laser (Dmg);1.2; ;Looted;11.9.4;Planet Calypso; 
ClericDagger 1A;Melee;Shortblades; ;3.0;1;11;0;41;1.5;5.2;15.7;3.070;0;3.070;15.00;0.45; ;1.0;474;2.10;2.490;31.9;5;2;0;0;0;1;0;0;3;No;Melee Amp;; ; ; ;Knifefighter (Hit);0;100;Knifefighter (Dmg);0;100;Crafted;;Planet Calypso; 
ClericDagger 1B;Melee;Shortblades; ;3.0;1;12;0;48;1.3;6.7;20.0;4.520;0;4.520;18.00;0.54; ;1.0;387;3.62;1.845;6.2;6;2;0;0;0;1;0;0;3;No;Melee Amp;; ; ; ;Knifefighter (Hit);0;100;Knifefighter (Dmg);0;100;Crafted;;Planet Calypso; 
ClericDagger 1C;Melee;Shortblades; ;3.0;1;16;0;48;1.3;8.9;26.7;5.200;0;5.200;24.00;0.72; ;1.0;448;4.16;2.138;15.8;8;3;0;0;0;1;0;0;4;No;Melee Amp;; ; ; ;Knifefighter (Hit);0;100;Knifefighter (Dmg);0;100;Crafted;;Planet Calypso; 
ClericDagger 2A;Melee;Shortblades; ;3.0;1;18;0;54;1.1;11.3;33.8;5.800;0;5.800;29.00;0.87; ;1.0;485;5.22;2.157;16.0;9;3;0;0;0;1;0;0;5;No;Melee Amp;; ; ; ;Knifefighter (Hit);0;100;Knifefighter (Dmg);0;100;Crafted;;Planet Calypso; 
ClericDagger 2B;Melee;Shortblades; ;3.0;1;23;0;54;1.1;14.4;43.2;7.360;0;7.360;35.00;1.05; ;1.0;462;6.62;2.172;16.7;11;4;0;0;0;2;0;0;6;No;Melee Amp;; ; ; ;Knifefighter (Hit);0;100;Knifefighter (Dmg);0;100;Crafted;;Planet Calypso; 
ClericDagger 2C;Melee;Shortblades; ;3.0;1;26;0;55;1.1;16.6;49.7;8.300;0;8.300;40.00;1.20; ;1.0;468;7.61;2.177;17.0;13;5;0;0;0;2;0;0;6;No;Melee Amp;; ; ; ;Knifefighter (Hit);0;100;Knifefighter (Dmg);0;100;Crafted;;Planet Calypso; 
ClericDagger 3A;Melee;Shortblades; ;3.0;1;28;0;61;1.0;19.8;59.4;8.900;0;8.900;42.00;1.26; ;1.0;458;9.05;2.187;17.3;14;5;0;0;0;2;0;0;7;No;Melee Amp;; ; ; ;Knifefighter (Hit);0;100;Knifefighter (Dmg);0;100;Crafted;;Planet Calypso; 
ClericDagger 3B;Melee;Shortblades; ;3.0;1;36;0;75;0.8;31.3;93.8; ;0; ;65.00;1.95; ; ; ; ; ;16.9;18;7;0;0;0;3;0;0;8;No;Melee Amp;; ; ; ;Knifefighter (Hit);0;100;Knifefighter (Dmg);0;100;Crafted;;Planet Calypso; 
ClericDagger 3C;Melee;Shortblades; ;3.0;1;45;0;75;0.8;39.1;117.3;14.000;0;14.000;75.00;2.25; ;1.0;520;17.50;2.234;19.3;22;9;0;0;0;4;0;0;10;No;Melee Amp;; ; ; ;Knifefighter (Hit);0;100;Knifefighter (Dmg);0;100;Crafted;;Planet Calypso; 
Cochran LP1 (L);Pistol;Laser; ;29.7;2.1;4; ;68;0.9;3.2;93.6; ;87; ;8.00;0.24; ; ; ; ; ;58.2;0;0;1;3;0;0;0;0;0;Yes;Energy Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit); ; ;Ranged BLP (Dmg); ; ;Crafted;;ROCKtropia; 
Cochran LP3 (L);Pistol;Laser; ;29.7;2.1;11; ;55;1.1;7.0;208.1;0.260;238;2.640;18.00;0.54; ;1.0;6716;2.42;2.896;58.2;0;0;0;2;0;9;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);3; ;Ranged Laser (Dmg);3; ;Crafted;12.10;ROCKtropia; 
Cochran LP5 (L);Pistol;Laser; ;29.7;2.1;16; ;55;1.1;10.2;302.7; ;346; ;25.00;0.75; ; ; ; ; ;58.2;0;0;0;3;0;13;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);5; ;Ranged Laser (Dmg);5; ;Crafted;;ROCKtropia; 
Cochran LP7 (L);Pistol;Laser; ;29.7;2.1;21; ;55;1.1;13.4;397.3; ;454; ;35.00;1.05; ; ; ; ; ;58.2;0;0;0;4;0;17;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);7; ;Ranged Laser (Dmg);7; ;Crafted;;ROCKtropia; 
Cochran LP9 (L);Pistol;Laser; ;29.7;2.1;25; ;55;1.1;15.9;473.0; ;540; ;40.00; ;150.00%; ; ; ; ;58.2;0;0;0;5;0;20;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);9;14;Ranged Laser (Dmg);9;14;Crafted;12.10;ROCKtropia; 
Cochran LP10 (L) Adapted;Pistol;Laser; ;38.5;2.1;23; ;60;1.0;16.0;615.4;0.539;480;5.339;200.00;6.00; ;1.0;35993;5.34;2.994;65.8;0;0;0;19;0;4;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);10;15;Ranged Laser (Dmg);10;15;Crafted;12.10;ROCKtropia; 
Cochran LR3 (L);Carbine;Laser; ;66.0;3.2;15; ;40;1.5;7.0;458.7;0.360;324;3.600;18.00;0.54; ;1.0;4850;2.40;2.896;58.2;0;0;0;3;0;12;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);3; ;Ranged Laser (Dmg);3; ;Crafted;12.10;ROCKtropia; 
Cochran LR5 (L);Carbine;Laser; ;66.0;3.2;22; ;40;1.5;10.2;672.8;0.530;475;5.280;25.00;0.75; ;1.0;4576;3.52;2.896;58.2;0;0;0;5;0;17;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);5; ;Ranged Laser (Dmg);5; ;Crafted;12.10;ROCKtropia; 
Cochran LR7 (L);Carbine;Laser; ;66.0;3.2;29; ;40;1.5;13.4;886.8;0.696;626;6.956;35.00;1.05; ;1.0;4878;4.64;2.897;58.2;0;0;0;6;0;23;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);7; ;Ranged Laser (Dmg);7; ;Crafted;;ROCKtropia; 
Cochran LR9 (L);Carbine;Laser; ;66.0;3.2;34; ;40;1.5;15.8;1039.7;0.820;734;8.160;40.00; ;160.00%;1.0;4879;5.44;2.896;58.2;0;0;0;8;0;26;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);9;14;Ranged Laser (Dmg);9;14;Crafted;12.10;ROCKtropia; 
Cochran LR10 (L) Adapted;Carbine;Laser; ;88.0;3.2;34; ;40;1.5;15.8;1386.3;0.770;710;7.870;200.00;6.00; ;1.0;25195;5.25;3.003; ;0;0;0;8;0;26;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);10; ;Ranged Laser (Dmg);10; ;Crafted;14.1.3;ROCKtropia; 
Cochran P1 (L);Pistol;BLP; ;29.7;2.1;4; ;68;0.9;3.2;93.6;0.100;87;0.970;8.00;0.24; ;1.0;7760;1.10;2.866;56.0;0;0;1;3;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);1; ;Ranged BLP (Dmg);1; ;Crafted;12.10;ROCKtropia; 
Cold-ir;Carbine;Laser; ;60.5;2.5;42;0;41;1.5;19.9;1206.8;0.800;1000;10.800;124.00;3.72; ;1.0;15035;7.38;2.703;44.7;0;0;0;4;0;38;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Crafted;;Planet Calypso; 
Combustive Attack Chip 1 (L);Mindforce;Pyro;1;70.4;0.2;20; ;22;2.7;5.1;358.8;1.923;294;4.863;8.00;0.24;116.00%;1.0;404;1.78;2.858;55.5;0;0;8;0;0;12;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);0;4;Pyro Kinetic (Dmg);0;4;Looted;;Planet Calypso; 
Combustive Attack Chip 2 (L);Mindforce;Pyro;2;71.5;0.2;38;0;22;2.7;9.7;692.4;3.697;554;9.237;19.50;0.585; ;1.0;512;3.39;2.859;55.5;0;0;15;0;0;23;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);3;7;Pyro Kinetic (Dmg);3;7;Looted;11.1.1;Planet Calypso; 
Combustive Attack Chip 3 (L);Mindforce;Pyro;3;70.4;0.2;51; ;22;2.7;13.0;915.0;4.963;744;12.403;31.00;0.93; ;1.0;606;4.55;2.858;55.4;0;0;20;0;0;31;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);6;10;Pyro Kinetic (Dmg);6;10;Looted;;Planet Calypso; 
Combustive Attack Chip 4 (L);Mindforce;Pyro;4;69.3;0.2;73; ;22;2.7;18.6;1289.2;7.109;1065;17.759;41.50;1.245; ;1.0;567;6.51;2.857;55.4;0;0;28;0;0;45;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);8;14;Pyro Kinetic (Dmg);8;14;Looted;;Planet Calypso; 
Combustive Attack Chip 4, First Gen;Mindforce;Pyro;4;110.0;0.3;140;0;5;12.0;8.1;891.9;20.640;1376;34.400;58.00;1.74; ;1.0;273;2.87;2.828;53.3;0;0;0;0;0;140;0;0;0;Yes;MF Amp;Synthetic Mind Essence;1;11;VI;Pyro Kinetic (Hit);0.5;35;Pyro Kinetic (Dmg);0.5;35;Looted;;Planet Calypso; 
Combustive Attack Chip 5 (L);Mindforce;Pyro;5;71.5;0.2;96;0;22;2.7;24.5;1749.2;9.327;1398;23.307;54.50;1.635; ;1.0;567;8.55;2.863;55.8;0;0;38;0;0;58;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);13;18;Pyro Kinetic (Dmg);13;18;Looted;11.2.5;Planet Calypso; 
Combustive Attack Chip 5, First Gen;Mindforce;Pyro;5;113.0;1;168;0;5;12.0;9.7;1099.5;24.780;1652;41.300;79.00;2.37; ;1.0;310;3.44;2.827;53.2;0;0;0;0;0;168;0;0;0;Yes;MF Amp;Synthetic Mind Essence;1;11.4;VI;Pyro Kinetic (Hit);1;46;Pyro Kinetic (Dmg);1;46;Looted;;Planet Calypso; 
Combustive Attack Chip 6 (L);Mindforce;Pyro;6;70.4;0.2;119; ;22;2.7;30.3;2134.9;11.561;1734;28.901;66.00;1.98; ;1.0;554;10.60;2.862;55.7;0;0;47;0;0;72;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);18;23;Pyro Kinetic (Dmg);18;23;Looted;;Planet Calypso; 
Combustive Attack Chip 6, First Gen;Mindforce;Pyro;6;115.0;1;199;0;4;15.0;9.2;1060.3;28.247;1956;47.807;112.00;3.36; ;1.0;385;3.19;2.893;53.3;0;0;0;0;0;199;0;0;0;Yes;MF Amp;Synthetic Mind Essence;1.1;12.6;VI;Pyro Kinetic (Hit);1.2;57;Pyro Kinetic (Dmg);1.2;57;Looted;;Planet Calypso; 
Combustive Attack Chip 7 (L);Mindforce;Pyro;7;68.2;0.2;145;0;22;2.7;37.0;2520.0;14.097;2115;35.247;74.50;2.235;108.00%;1.0;513;12.92;2.859;55.5;0;0;57;0;0;88;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);23;27;Pyro Kinetic (Dmg);23;27;Looted;11.5.4;Planet Calypso; 
Combustive Attack Chip 8 (L);Mindforce;Pyro;8;69.3;0.2;164;0;22;2.7;41.8;2896.2;15.609;2388;39.489;94.50;2.835; ;1.0;588;14.48;2.886;55.8;0;0;66;0;0;98;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);27;32;Pyro Kinetic (Dmg);27;32;Looted;11.5.4;Planet Calypso; 
Combustive Attack Chip 8, First Gen;Mindforce;Pyro;8;125.0;1;296; ;3;20.0;10.3;1285.7;43.650;2910;72.750;212.00;6.36; ;1.0;472;3.64;2.828;53.3;0;0;0;0;0;296;0;0;0;Yes;MF Amp;Synthetic Mind Essence;1.5;16.6;VI;Pyro Kinetic (Hit);4;81;Pyro Kinetic (Dmg);4;81;Looted;;Planet Calypso; 
Combustive Attack Nanochip 1;Mindforce;Pyro;1;70.4;0.2;20;0;22;2.7;5.1;358.8;0.416;444;4.856;25.00;0.75; ;1.0;5830;1.78;2.862;55.8;0;0;8;0;0;12;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);0;5;Pyro Kinetic (Dmg);0;5;Looted;; ; 
Combustive Attack Nanochip 1 (L);Mindforce;Pyro;1;70.4;0.2;20;0;22;2.7;5.1;358.8;0.311;450;4.811;25.00;0.75;110.00%;1.0;7798;1.76;2.889;57.7;0;0;8;0;0;12;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);0;5;Pyro Kinetic (Dmg);0;5;Looted;;Planet Calypso; 
Combustive Attack Nanochip 2;Mindforce;Pyro;2;71.5;0.2;38;0;22;2.7;9.7;692.4;0.534;869;9.224;35.00;1.05; ;1.0;6358;3.38;2.863;55.5;0;0;15;0;0;23;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);5;10;Pyro Kinetic (Dmg);5;10;Looted;; ; 
Combustive Attack Nanochip 2 (L);Mindforce;Pyro;2;71.5;0.2;38;0;22;2.7;9.7;692.4;0.391;875;9.141;33.00;0.99; ;1.0;8187;3.35;2.889;57.7;0;0;15;0;0;23;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);5;10;Pyro Kinetic (Dmg);5;10;Looted;;Planet Calypso; 
Combustive Attack Nanochip 3;Mindforce;Pyro;3;70.4;0.2;51;0;22;2.7;13.0;915.0;0.541;1185;12.391;37.00;1.11; ;1.0;6639;4.54;2.861;55.6;0;0;20;0;0;31;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);7;12;Pyro Kinetic (Dmg);7;12;Looted;; ; 
